success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,454,0.0-0.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,2960,0.0-1.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,"[{""page_index"":0,""viewing_time"":2504}]",2504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,5278,0.0-2.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,44977,0.0-3.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,"[{""page_index"":0,""viewing_time"":1248},{""page_index"":1,""viewing_time"":4949},{""page_index"":2,""viewing_time"":3984},{""page_index"":3,""viewing_time"":6799},{""page_index"":4,""viewing_time"":3419},{""page_index"":5,""viewing_time"":12816},{""page_index"":6,""viewing_time"":6484}]",39699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,45280,0.0-4.0-0.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,null,<p></p>,null,choice,tcd,trinary,attraction,1,televisions,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,53931,0.0-4.0-1.0,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,8646,NA,"{""product_choice"":""B""}",choice,tcd,trinary,attraction,1,televisions,null,null,null,null,null,null,2,60,50,60,50,60,40,Screen size,Average lifespan,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,54233,0.0-4.0-0.1,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,null,<p></p>,null,choice,ct,binary,repulsion,2,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,69196,0.0-4.0-1.1,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,14960,NA,"{""product_choice"":""A""}",choice,ct,binary,repulsion,2,laptops,null,null,null,null,null,null,1,30,40,null,100,90,null,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,69499,0.0-4.0-0.2,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,null,<p></p>,null,choice,dtc,trinary,attraction,1,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,90045,0.0-4.0-1.2,154,1,2025-05-04T16:19:36Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",Macintosh,Safari,18.4,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=54907,"en-US,en;q=0.9",vxqfytz1j9rosnu,20,"[""White""]",No,Female,NA,No,455787,NA,20543,NA,"{""product_choice"":""C""}",choice,dtc,trinary,attraction,1,laptops,null,null,null,null,null,null,1,60,50,60,50,60,40,Processing speed,Memory (RAM),NA,NA
