success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,855,0.0-0.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,2842,0.0-1.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,"[{""page_index"":0,""viewing_time"":1983}]",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,4866,0.0-2.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,21816,0.0-3.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,"[{""page_index"":0,""viewing_time"":1152},{""page_index"":1,""viewing_time"":3649},{""page_index"":2,""viewing_time"":1903},{""page_index"":3,""viewing_time"":1177},{""page_index"":4,""viewing_time"":825},{""page_index"":5,""viewing_time"":6464},{""page_index"":6,""viewing_time"":1772}]",16943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,22129,0.0-4.0-0.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,null,<p></p>,null,choice,wwb,trinary,catch,null,washing machines,75,90,30,15,35,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,33865,0.0-4.0-1.0,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,11708,NA,"{""product_choice"":""C""}",choice,wwb,trinary,catch,null,washing machines,75,90,30,15,35,50,1,null,null,null,null,null,null,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,34171,0.0-4.0-0.1,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,null,<p></p>,null,choice,tdc,trinary,repulsion_A,1,washing machines,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,46300,0.0-4.0-1.1,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,12125,NA,"{""product_choice"":""A""}",choice,tdc,trinary,repulsion_A,1,washing machines,null,null,null,null,null,null,1,100,90,100,30,40,20,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,46606,0.0-4.0-0.2,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,null,<p></p>,null,choice,tc,binary,repulsion,1,laptops,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,57479,0.0-4.0-1.2,323,1,2025-05-08T18:23:56Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57055,"en-US,en;q=0.5",zbcrokv6o3cce5p,21,"[""White""]",No,Female,n/a,No,320837,NA,10869,NA,"{""product_choice"":""A""}",choice,tc,binary,repulsion,1,laptops,null,null,null,null,null,null,2,100,90,null,30,40,null,Processing speed,Memory (RAM),NA,NA
