success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,849,0.0-0.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,24776,0.0-1.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,"[{""page_index"":0,""viewing_time"":23922}]",23923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,28173,0.0-2.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,2392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,350276,0.0-3.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,"[{""page_index"":0,""viewing_time"":1317},{""page_index"":1,""viewing_time"":4865},{""page_index"":2,""viewing_time"":136653},{""page_index"":3,""viewing_time"":3531},{""page_index"":4,""viewing_time"":63918},{""page_index"":5,""viewing_time"":45916},{""page_index"":6,""viewing_time"":65899}]",322099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,350579,0.0-4.0-0.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,null,<p></p>,null,choice,ct,binary,attraction,NA,microwave ovens,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,358813,0.0-4.0-1.0,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,8225,NA,"{""product_choice"":""A""}",choice,ct,binary,attraction,NA,microwave ovens,null,null,null,null,null,null,1,60,50,null,50,60,null,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,359115,0.0-4.0-0.1,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,null,<p></p>,null,choice,tc,binary,repulsion,1,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,366000,0.0-4.0-1.1,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,6882,NA,"{""product_choice"":""B""}",choice,tc,binary,repulsion,1,laptops,null,null,null,null,null,null,1,100,90,null,30,40,null,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,366303,0.0-4.0-0.2,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,null,<p></p>,null,choice,tc,binary,repulsion,2,laptops,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,371179,0.0-4.0-1.2,205,1,2025-05-05T21:31:16Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",Macintosh,Safari,18.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=57474,"en-US,en;q=0.9",e3vdunv2eyr0wq8,19,"[""White""]",No,Female,"NA
",No,1754632.0000000002,NA,4873,NA,"{""product_choice"":""B""}",choice,tc,binary,repulsion,2,laptops,null,null,null,null,null,null,2,30,40,null,100,90,null,Processing speed,Memory (RAM),NA,NA
