success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,879,0.0-0.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,4247,0.0-1.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,"[{""page_index"":0,""viewing_time"":3363}]",3364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,7035,0.0-2.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,130489,0.0-3.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,"[{""page_index"":0,""viewing_time"":1349},{""page_index"":1,""viewing_time"":3302},{""page_index"":2,""viewing_time"":1485},{""page_index"":3,""viewing_time"":3107},{""page_index"":4,""viewing_time"":2119},{""page_index"":5,""viewing_time"":24268},{""page_index"":6,""viewing_time"":87821}]",123452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,130797,0.0-4.0-0.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,null,<p></p>,null,choice,dct,trinary,repulsion_A,1,laptops,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,140630,0.0-4.0-1.0,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,9823,NA,"{""product_choice"":""B""}",choice,dct,trinary,repulsion_A,1,laptops,null,null,null,null,null,null,2,100,90,100,30,40,20,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,140934,0.0-4.0-0.1,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,null,<p></p>,null,choice,tdc,trinary,attraction,2,laptops,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,147327,0.0-4.0-1.1,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,6390,NA,"{""product_choice"":""C""}",choice,tdc,trinary,attraction,2,laptops,null,null,null,null,null,null,2,50,60,40,60,50,60,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,147631,0.0-4.0-0.2,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,null,<p></p>,null,choice,tdc,trinary,repulsion_A,2,washing machines,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,154068,0.0-4.0-1.2,101,1,2025-04-30T21:24:01Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Macintosh,Safari,16.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48811,"en-US,en;q=0.9",bvf665e21o5ypl7,20,"[""Asian""]",No,Female,"India - 18 years 
US - 2 years",I'm not sure,434730,NA,6432,NA,"{""product_choice"":""B""}",choice,tdc,trinary,repulsion_A,2,washing machines,null,null,null,null,null,null,2,30,40,20,100,90,100,Average lifespan,Energy savings,NA,NA
