success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,275,0.0-0.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,2846,0.0-1.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,"[{""page_index"":0,""viewing_time"":2571}]",2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,5538,0.0-2.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,35424,0.0-3.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,"[{""page_index"":0,""viewing_time"":1108},{""page_index"":1,""viewing_time"":2759},{""page_index"":2,""viewing_time"":3496},{""page_index"":3,""viewing_time"":3478},{""page_index"":4,""viewing_time"":1610},{""page_index"":5,""viewing_time"":12395},{""page_index"":6,""viewing_time"":5034}]",29880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,35737,0.0-4.0-0.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,null,<p></p>,null,choice,tcd,trinary,repulsion_A,2,microwave ovens,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,53717,0.0-4.0-1.0,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,17978,NA,"{""product_choice"":""C""}",choice,tcd,trinary,repulsion_A,2,microwave ovens,null,null,null,null,null,null,2,30,40,20,100,90,100,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,54043,0.0-4.0-0.1,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,null,<p></p>,null,choice,wbw,trinary,catch,null,washing machines,65,70,20,25,50,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,64832,0.0-4.0-1.1,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,10787,NA,"{""product_choice"":""B""}",choice,wbw,trinary,catch,null,washing machines,65,70,20,25,50,5,2,null,null,null,null,null,null,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,65135,0.0-4.0-0.2,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,null,<p></p>,null,choice,ctd,trinary,attraction,2,microwave ovens,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,68983,0.0-4.0-1.2,302,1,2025-05-08T01:06:03Z,b60275e29fe2361ab97ac0ac217840d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,NA,Firefox,138,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57614,"en-US,en;q=0.5",bjvofe16z0afk6y,20,"[""Asian""]",No,Male,NA,No,430670,NA,3847,NA,"{""product_choice"":""B""}",choice,ctd,trinary,attraction,2,microwave ovens,null,null,null,null,null,null,2,50,60,40,60,50,60,Warranty,Cooking power,NA,NA
