success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,277,0.0-0.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,2334,0.0-1.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,"[{""page_index"":0,""viewing_time"":2056}]",2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,5033,0.0-2.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,58444,0.0-3.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,"[{""page_index"":0,""viewing_time"":1180},{""page_index"":1,""viewing_time"":1653},{""page_index"":2,""viewing_time"":1135},{""page_index"":3,""viewing_time"":5453},{""page_index"":4,""viewing_time"":9142},{""page_index"":5,""viewing_time"":29635},{""page_index"":6,""viewing_time"":5213}]",53410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,58747,0.0-4.0-0.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,null,<p></p>,null,choice,ct,binary,attraction,NA,televisions,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,65824,0.0-4.0-1.0,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,7075,NA,"{""product_choice"":""A""}",choice,ct,binary,attraction,NA,televisions,null,null,null,null,null,null,2,60,50,null,50,60,null,Screen size,Average lifespan,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,66125,0.0-4.0-0.1,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,null,<p></p>,null,choice,tcd,trinary,attraction,1,microwave ovens,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,73423,0.0-4.0-1.1,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,7295,NA,"{""product_choice"":""B""}",choice,tcd,trinary,attraction,1,microwave ovens,null,null,null,null,null,null,1,60,50,60,50,60,40,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,73724,0.0-4.0-0.2,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,null,<p></p>,null,choice,tcd,trinary,attraction,2,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,83760,0.0-4.0-1.2,348,1,2025-05-09T04:05:54Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",WebKit,Edge,135.0.0.0,Windows,10,https://5puzkbbxv1.cognition.run/?sona_id=57717,"en-US,en;q=0.9",mkeqc9hngy5mh1g,19 years,"[""Black or African-American""]",No,Male,"Ghana - 16 years
USA - 2 and half years",No,1080887.7000000477,NA,10034,NA,"{""product_choice"":""A""}",choice,tcd,trinary,attraction,2,laptops,null,null,null,null,null,null,1,50,60,40,60,50,60,Processing speed,Memory (RAM),NA,NA
