success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
TRUE,FALSE,[],[],[],img preload,preload,0,165,0.0-0.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,computer_message,instructions,1,3813,0.0-1.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,"[{""page_index"":0,""viewing_time"":3647}]",3647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,fullscreen,2,8699,0.0-2.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,3880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_instructions,instructions,3,60611,0.0-3.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,"[{""page_index"":0,""viewing_time"":2011},{""page_index"":1,""viewing_time"":3000},{""page_index"":2,""viewing_time"":4117},{""page_index"":3,""viewing_time"":2400},{""page_index"":4,""viewing_time"":2966},{""page_index"":5,""viewing_time"":33284},{""page_index"":6,""viewing_time"":4134}]",51912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,4,60916,0.0-4.0-0.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,null,<p></p>,null,choice,ct,binary,repulsion,2,televisions,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,5,69397,0.0-4.0-1.0,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,8474,NA,"{""product_choice"":""A""}",choice,ct,binary,repulsion,2,televisions,null,null,null,null,null,null,2,30,40,null,100,90,null,Screen size,Average lifespan,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,6,69701,0.0-4.0-0.1,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,null,<p></p>,null,choice,cdt,trinary,attraction,2,televisions,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,7,85697,0.0-4.0-1.1,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,15992,NA,"{""product_choice"":""A""}",choice,cdt,trinary,attraction,2,televisions,null,null,null,null,null,null,1,50,60,40,60,50,60,Screen size,Average lifespan,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,8,86003,0.0-4.0-0.2,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,null,<p></p>,null,choice,ct,binary,repulsion,1,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,9,94978,0.0-4.0-1.2,60,1,2025-04-28T19:15:21Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Macintosh,Chrome,134.0.0.0,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=48708,"en-US,en;q=0.9,zh-TW;q=0.8,zh;q=0.7",x4vfum3skses5t8,24,"[""Asian""]",No,Female,Taiwan,No,647964.5999999046,NA,8972,NA,"{""product_choice"":""B""}",choice,ct,binary,repulsion,1,laptops,null,null,null,null,null,null,1,100,90,null,30,40,null,Processing speed,Memory (RAM),NA,NA
