success,timeout,failed_images,failed_audio,failed_video,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ppt_id,age,race,ethnicity,gender,other_countries,prev_study,exp_duration,view_history,rt,stimulus,response,phase,order,set,effect,t_high,category,d1_best,d2_best,d1_worst1,d2_worst1,d1_worst2,d2_worst2,first_dim,d1_t,d1_c,d1_d,d2_t,d2_c,d2_d,d1_name,d2_name,strategy_response,question_order
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,10,114645,0.0-4.0-0.3,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dtc,trinary,attraction,1,washing machines,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,11,178164,0.0-4.0-1.3,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,63518,NA,"{""product_choice"":""B""}",choice,dtc,trinary,attraction,1,washing machines,null,null,null,null,null,null,2,60,50,60,50,60,40,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,12,178468,0.0-4.0-0.4,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dct,trinary,repulsion_B,1,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,13,204044,0.0-4.0-1.4,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,25571,NA,"{""product_choice"":""C""}",choice,dct,trinary,repulsion_B,1,laptops,null,null,null,null,null,null,1,90,100,80,40,30,40,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,14,204349,0.0-4.0-0.5,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,ct,binary,attraction,NA,washing machines,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,15,217600,0.0-4.0-1.5,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,13246,NA,"{""product_choice"":""B""}",choice,ct,binary,attraction,NA,washing machines,null,null,null,null,null,null,1,60,50,null,50,60,null,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,16,217904,0.0-4.0-0.6,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,tc,binary,attraction,NA,microwave ovens,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,17,223327,0.0-4.0-1.6,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,5418,NA,"{""product_choice"":""B""}",choice,tc,binary,attraction,NA,microwave ovens,null,null,null,null,null,null,2,60,50,null,50,60,null,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,18,223632,0.0-4.0-0.7,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,bww,trinary,catch,null,laptops,60,80,5,25,45,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,19,232751,0.0-4.0-1.7,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,9113,NA,"{""product_choice"":""A""}",choice,bww,trinary,catch,null,laptops,60,80,5,25,45,50,2,null,null,null,null,null,null,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,20,233057,0.0-4.0-0.8,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dtc,trinary,attraction,2,microwave ovens,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,21,239620,0.0-4.0-1.8,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,6557,NA,"{""product_choice"":""B""}",choice,dtc,trinary,attraction,2,microwave ovens,null,null,null,null,null,null,2,50,60,40,60,50,60,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,22,239924,0.0-4.0-0.9,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,tc,binary,repulsion,2,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,23,245371,0.0-4.0-1.9,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,5441,NA,"{""product_choice"":""B""}",choice,tc,binary,repulsion,2,laptops,null,null,null,null,null,null,1,30,40,null,100,90,null,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,24,245675,0.0-4.0-0.10,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,wbw,trinary,catch,null,washing machines,60,80,40,35,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,25,260774,0.0-4.0-1.10,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,15094,NA,"{""product_choice"":""B""}",choice,wbw,trinary,catch,null,washing machines,60,80,40,35,10,10,2,null,null,null,null,null,null,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,26,261079,0.0-4.0-0.11,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dtc,trinary,repulsion_A,1,microwave ovens,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,27,266754,0.0-4.0-1.11,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,5670,NA,"{""product_choice"":""C""}",choice,dtc,trinary,repulsion_A,1,microwave ovens,null,null,null,null,null,null,1,100,90,100,30,40,20,Warranty,Cooking power,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,28,267058,0.0-4.0-0.12,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dtc,trinary,repulsion_B,2,laptops,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,29,281447,0.0-4.0-1.12,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,14383,NA,"{""product_choice"":""C""}",choice,dtc,trinary,repulsion_B,2,laptops,null,null,null,null,null,null,1,40,30,40,90,100,80,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,30,281751,0.0-4.0-0.13,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,ct,binary,repulsion,2,washing machines,null,null,null,null,null,null,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,31,298477,0.0-4.0-1.13,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,16721,NA,"{""product_choice"":""A""}",choice,ct,binary,repulsion,2,washing machines,null,null,null,null,null,null,1,30,40,null,100,90,null,Average lifespan,Energy savings,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,32,298781,0.0-4.0-0.14,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,tdc,trinary,repulsion_A,1,laptops,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,33,312078,0.0-4.0-1.14,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,13291,NA,"{""product_choice"":""A""}",choice,tdc,trinary,repulsion_A,1,laptops,null,null,null,null,null,null,2,100,90,100,30,40,20,Processing speed,Memory (RAM),NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,34,312383,0.0-4.0-0.15,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dct,trinary,attraction,2,televisions,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,35,320800,0.0-4.0-1.15,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,8411,NA,"{""product_choice"":""C""}",choice,dct,trinary,attraction,2,televisions,null,null,null,null,null,null,2,50,60,40,60,50,60,Screen size,Average lifespan,NA,NA
NA,NA,NA,NA,NA,choice_trial_setup,html-keyboard-response,36,321105,0.0-4.0-0.16,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,null,<p></p>,null,choice,dtc,trinary,repulsion_B,1,microwave ovens,null,null,null,null,null,null,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,choice_trial,survey-html-form,37,330257,0.0-4.0-1.16,198,1,2025-05-05T20:11:14Z,b60275e29fe2361ab97ac0ac217840d7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Macintosh,Safari,14.1.1,OS X,10_15_7,https://5puzkbbxv1.cognition.run/?sona_id=47021,en-us,dg0gmtwhll230os,22,"[""White""]",No,Female,NA,No,608707,NA,9146,NA,"{""product_choice"":""B""}",choice,dtc,trinary,repulsion_B,1,microwave ovens,null,null,null,null,null,null,2,90,100,80,40,30,40,Warranty,Cooking power,NA,NA
