lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_attraction.1.1,mu_attraction.2.1,mu_attraction.3.1,mu_attraction.4.1,mu_attraction.1.2,mu_attraction.2.2,mu_attraction.3.2,mu_attraction.4.2,mu_attraction.1.3,mu_attraction.2.3,mu_attraction.3.3,mu_attraction.4.3,mu_repulsion.1.1,mu_repulsion.2.1,mu_repulsion.3.1,mu_repulsion.4.1,mu_repulsion.1.2,mu_repulsion.2.2,mu_repulsion.3.2,mu_repulsion.4.2,mu_repulsion.1.3,mu_repulsion.2.3,mu_repulsion.3.3,mu_repulsion.4.3,omega_attraction.1.1,omega_attraction.2.1,omega_attraction.3.1,omega_attraction.1.2,omega_attraction.2.2,omega_attraction.3.2,omega_attraction.1.3,omega_attraction.2.3,omega_attraction.3.3,omega_repulsion.1.1,omega_repulsion.2.1,omega_repulsion.3.1,omega_repulsion.1.2,omega_repulsion.2.2,omega_repulsion.3.2,omega_repulsion.1.3,omega_repulsion.2.3,omega_repulsion.3.3,s.1,s.2,s.3,S_attraction.1.1,S_attraction.2.1,S_attraction.3.1,S_attraction.1.2,S_attraction.2.2,S_attraction.3.2,S_attraction.1.3,S_attraction.2.3,S_attraction.3.3,S_repulsion.1.1,S_repulsion.2.1,S_repulsion.3.1,S_repulsion.1.2,S_repulsion.2.2,S_repulsion.3.2,S_repulsion.1.3,S_repulsion.2.3,S_repulsion.3.3,cor_attraction.1.1,cor_attraction.2.1,cor_attraction.3.1,cor_attraction.1.2,cor_attraction.2.2,cor_attraction.3.2,cor_attraction.1.3,cor_attraction.2.3,cor_attraction.3.3,cor_repulsion.1.1,cor_repulsion.2.1,cor_repulsion.3.1,cor_repulsion.1.2,cor_repulsion.2.2,cor_repulsion.3.2,cor_repulsion.1.3,cor_repulsion.2.3,cor_repulsion.3.3
# Adaptation terminated
# Step size = 0.269186
# Diagonal elements of inverse mass matrix:
# 0.00152747, 0.00159725, 0.00174331, 0.00133035, 0.00134973, 0.00142221, 0.00161364, 0.00154317, 0.00150645, 0.00160986, 0.00166653, 0.00163235, 0.00147416, 0.00153037, 0.00152789, 0.00144704, 0.00142712, 0.00144249, 0.00152911, 0.00159963, 0.00154297, 0.00151208, 0.00158439, 0.00156275, 0.000480564, 0.000422399, 0.000480161, 0.000453072, 0.000472845, 0.000515955, 0.000133514, 0.000141428, 0.000136053
700.214,0.766418,0.269186,5,31,0,-686.735,0.538322,-0.80724,-0.0913997,0.538767,0.526809,-0.789282,-0.0957768,0.585127,0.254521,-0.95222,-0.252786,0.38579,0.467293,-0.80868,-0.00144726,0.583893,0.503944,-0.758735,-0.0100472,0.629061,0.275182,-0.936374,-0.245137,0.385653,1,0.861999,0.798714,0,0.506909,0.157524,0,0,0.580725,1,0.75568,0.859426,0,0.654941,0.0291488,0,0,0.510429,0.831836,0.847976,0.83939,0.831836,0.730954,0.670433,0,0.429847,0.132224,0,0,0.487455,0.831836,0.640798,0.721393,0,0.555374,0.0244672,0,0,0.428448,1,0.861999,0.798714,0.861999,1,0.768342,0.798714,0.768342,1,1,0.75568,0.859426,0.75568,1,0.668542,0.859426,0.668542,1
702.283,0.977076,0.269186,4,15,0,-686.082,0.513071,-0.821361,0.0201135,0.542747,0.495699,-0.780059,0.0203949,0.591138,0.243059,-0.969999,-0.156991,0.38934,0.427512,-0.764222,0.00526374,0.604249,0.506147,-0.787322,-0.00524878,0.624043,0.226433,-0.86937,-0.236258,0.414709,1,0.859362,0.819348,0,0.511368,0.150172,0,0,0.553279,1,0.733317,0.855342,0,0.679887,0.0384502,0,0,0.516635,0.824092,0.829137,0.825533,0.824092,0.712529,0.676398,0,0.423994,0.123972,0,0,0.45675,0.824092,0.60802,0.706113,0,0.56372,0.0317419,0,0,0.426499,1,0.859362,0.819348,0.859362,1,0.780909,0.819348,0.780909,1,1,0.733317,0.855342,0.733317,1,0.653379,0.855342,0.653379,1
704.965,0.920252,0.269186,5,31,0,-689.079,0.476412,-0.828577,-0.118246,0.482533,0.426951,-0.809117,-0.101724,0.484848,0.209548,-0.962727,-0.319387,0.29556,0.4212,-0.746304,0.110769,0.619017,0.484534,-0.773323,0.10673,0.644251,0.218742,-0.862438,-0.108575,0.417074,1,0.869455,0.811788,0,0.494012,0.173261,0,0,0.557656,1,0.76857,0.865874,0,0.639766,0.0392555,0,0,0.49872,0.844378,0.864742,0.848079,0.844378,0.751854,0.68846,0,0.427193,0.146939,0,0,0.472936,0.844378,0.664615,0.734329,0,0.553233,0.0332917,0,0,0.422954,1,0.869455,0.811788,0.869455,1,0.791407,0.811788,0.791407,1,1,0.76857,0.865874,0.76857,1,0.690599,0.865874,0.690599,1
702.889,0.721583,0.269186,5,31,0,-689.29,0.492477,-0.809663,-0.0452845,0.56005,0.447588,-0.777898,-0.0795296,0.600394,0.235603,-0.935351,-0.279641,0.40399,0.408712,-0.696479,-0.00191126,0.713233,0.491301,-0.684138,0.0117685,0.663058,0.232562,-0.841438,-0.194841,0.457807,1,0.859698,0.824329,0,0.510803,0.153454,0,0,0.544916,1,0.740252,0.860447,0,0.672329,0.0358117,0,0,0.50828,0.833558,0.847807,0.839088,0.833558,0.728858,0.691685,0,0.433063,0.128762,0,0,0.457233,0.833558,0.627591,0.721991,0,0.570006,0.0300492,0,0,0.426492,1,0.859698,0.824329,0.859698,1,0.787059,0.824329,0.787059,1,1,0.740252,0.860447,0.740252,1,0.661025,0.860447,0.661025,1
705.554,0.993116,0.269186,4,15,0,-689.62,0.493776,-0.81639,-0.0408516,0.530169,0.432577,-0.786607,-0.0340221,0.5308,0.214936,-0.940994,-0.241955,0.343355,0.430202,-0.739291,0.0236031,0.698482,0.507422,-0.691416,0.0207327,0.697418,0.239898,-0.880746,-0.215374,0.442969,1,0.862497,0.800819,0,0.506062,0.175398,0,0,0.572646,1,0.756147,0.85701,0,0.654401,0.0272655,0,0,0.514577,0.832167,0.833717,0.830959,0.832167,0.719079,0.665448,0,0.421912,0.145749,0,0,0.475845,0.832167,0.630413,0.71214,0,0.545586,0.0226565,0,0,0.427592,1,0.862497,0.800819,0.862497,1,0.779467,0.800819,0.779467,1,1,0.756147,0.85701,0.756147,1,0.665869,0.85701,0.665869,1
701.353,0.882644,0.269186,5,31,0,-684.36,0.470023,-0.826892,-0.0833414,0.549973,0.404749,-0.809548,-0.0959794,0.564874,0.181947,-0.976959,-0.243562,0.33947,0.388369,-0.764397,0.0866769,0.606607,0.499679,-0.746699,0.103247,0.637172,0.195113,-0.894833,-0.158645,0.352792,1,0.869686,0.814496,0,0.493605,0.144794,0,0,0.56181,1,0.753802,0.855535,0,0.657102,0.0263562,0,0,0.517074,0.829717,0.840128,0.850954,0.829717,0.730648,0.693099,0,0.414691,0.123213,0,0,0.478075,0.829717,0.63329,0.728021,0,0.55205,0.022428,0,0,0.440007,1,0.869686,0.814496,0.869686,1,0.779827,0.814496,0.779827,1,1,0.753802,0.855535,0.753802,1,0.662222,0.855535,0.662222,1
705.637,1,0.269186,4,23,0,-691.34,0.428237,-0.872541,-0.0930606,0.560164,0.431936,-0.814473,-0.0628326,0.584417,0.191842,-1.00066,-0.286222,0.398604,0.472597,-0.716882,0.101884,0.621635,0.488827,-0.730504,0.0936376,0.645552,0.257423,-0.86096,-0.0965177,0.398703,1,0.859351,0.82119,0,0.511387,0.15934,0,0,0.547958,1,0.752749,0.856318,0,0.658308,0.0306134,0,0,0.515541,0.844135,0.857314,0.836335,0.844135,0.736734,0.68679,0,0.438419,0.133261,0,0,0.458276,0.844135,0.645342,0.716168,0,0.564377,0.025603,0,0,0.431165,1,0.859351,0.82119,0.859351,1,0.787174,0.82119,0.787174,1,1,0.752749,0.856318,0.752749,1,0.664745,0.856318,0.664745,1
704.538,0.795009,0.269186,5,31,0,-682.091,0.494108,-0.815608,-0.018115,0.473199,0.476588,-0.746647,-0.00508334,0.506847,0.222233,-0.926892,-0.203253,0.309128,0.365332,-0.79201,-0.00697297,0.683558,0.431278,-0.770618,0.0229609,0.640043,0.203293,-0.925794,-0.250683,0.437557,1,0.860463,0.817339,0,0.509513,0.1597,0,0,0.553583,1,0.758865,0.855969,0,0.651248,0.0218976,0,0,0.516564,0.838343,0.855753,0.834954,0.838343,0.736344,0.68244,0,0.436017,0.133342,0,0,0.462216,0.838343,0.649401,0.714694,0,0.557307,0.0182835,0,0,0.431307,1,0.860463,0.817339,0.860463,1,0.784659,0.817339,0.784659,1,1,0.758865,0.855969,0.758865,1,0.663825,0.855969,0.663825,1
703.355,0.687318,0.269186,4,15,0,-684.329,0.52958,-0.852468,-0.0400481,0.545489,0.513064,-0.772823,-0.0336946,0.548589,0.283921,-0.995166,-0.226578,0.352273,0.338601,-0.826226,0.0353517,0.663083,0.436325,-0.835416,0.0426982,0.644908,0.171972,-0.940842,-0.181881,0.422858,1,0.862776,0.813563,0,0.505587,0.168148,0,0,0.556635,1,0.735134,0.862038,0,0.677921,0.0447289,0,0,0.504866,0.828724,0.841476,0.844333,0.828724,0.726005,0.686917,0,0.425439,0.141973,0,0,0.469985,0.828724,0.618598,0.727847,0,0.570455,0.037766,0,0,0.426275,1,0.862776,0.813563,0.862776,1,0.786936,0.813563,0.786936,1,1,0.735134,0.862038,0.735134,1,0.664037,0.862038,0.664037,1
700.524,0.952741,0.269186,5,31,0,-681.83,0.392706,-0.775889,-0.0500674,0.534237,0.356659,-0.752152,-0.0444749,0.556121,0.150226,-0.977173,-0.237858,0.361178,0.493801,-0.694957,-0.0160834,0.634825,0.507893,-0.686051,-0.00640126,0.649265,0.282532,-0.863643,-0.188827,0.389982,1,0.865746,0.820205,0,0.500484,0.153551,0,0,0.551076,1,0.73945,0.866756,0,0.673211,0.0439847,0,0,0.49679,0.841998,0.855893,0.845741,0.841998,0.740986,0.693681,0,0.428361,0.129864,0,0,0.466068,0.841998,0.632891,0.733051,0,0.576197,0.0371997,0,0,0.420155,1,0.865746,0.820205,0.865746,1,0.786939,0.820205,0.786939,1,1,0.73945,0.866756,0.73945,1,0.670534,0.866756,0.670534,1
696.117,0.737053,0.269186,4,31,0,-678.559,0.423088,-0.820922,-0.0530761,0.530165,0.391304,-0.78138,-0.0485957,0.591786,0.144698,-0.929711,-0.24502,0.372269,0.470916,-0.724247,0.0101077,0.635291,0.541519,-0.706361,-0.0151251,0.702063,0.255361,-0.838355,-0.242332,0.38103,1,0.86378,0.814503,0,0.50387,0.171417,0,0,0.554257,1,0.749378,0.867111,0,0.662143,0.0514818,0,0,0.495447,0.846696,0.85843,0.868895,0.846696,0.741495,0.707718,0,0.432537,0.148944,0,0,0.481591,0.846696,0.643288,0.753429,0,0.568404,0.0447323,0,0,0.430492,1,0.86378,0.814503,0.86378,1,0.789923,0.814503,0.789923,1,1,0.749378,0.867111,0.749378,1,0.683882,0.867111,0.683882,1
703.728,0.965193,0.269186,4,15,0,-681.443,0.454246,-0.835882,-0.0394344,0.551417,0.427788,-0.809066,-0.0268157,0.556684,0.172278,-0.958003,-0.252066,0.34224,0.469195,-0.704536,-0.00189475,0.595537,0.559804,-0.71227,-0.0111615,0.633355,0.259122,-0.871704,-0.186672,0.394119,1,0.867029,0.812944,0,0.498257,0.167085,0,0,0.557858,1,0.761934,0.863001,0,0.647655,0.0406924,0,0,0.503561,0.838569,0.859413,0.85777,0.838569,0.745136,0.697319,0,0.428208,0.14332,0,0,0.478514,0.838569,0.654816,0.740256,0,0.556603,0.0349047,0,0,0.43194,1,0.867029,0.812944,0.867029,1,0.788097,0.812944,0.788097,1,1,0.761934,0.863001,0.761934,1,0.683904,0.863001,0.683904,1
706.407,0.983707,0.269186,3,15,0,-690.918,0.455552,-0.844957,-0.0729242,0.522241,0.434348,-0.80283,-0.0765316,0.551818,0.227847,-0.964775,-0.207435,0.383944,0.457718,-0.709848,0.0432312,0.625001,0.505854,-0.706813,0.0446186,0.616726,0.248438,-0.834534,-0.199122,0.361419,1,0.86806,0.813377,0,0.496459,0.148638,0,0,0.562428,1,0.751231,0.85927,0,0.66004,0.0456212,0,0,0.509483,0.830911,0.838979,0.839909,0.830911,0.728284,0.683162,0,0.416519,0.124842,0,0,0.472388,0.830911,0.630267,0.721709,0,0.553759,0.0383176,0,0,0.427919,1,0.86806,0.813377,0.86806,1,0.779852,0.813377,0.779852,1,1,0.751231,0.85927,0.751231,1,0.675622,0.85927,0.675622,1
701.537,0.729142,0.269186,4,31,0,-672.571,0.45125,-0.834553,-0.0292691,0.554913,0.426027,-0.811944,-0.0330988,0.552561,0.218811,-0.981204,-0.261325,0.384608,0.448821,-0.686963,0.0330264,0.654353,0.503752,-0.734418,0.0783551,0.65526,0.226754,-0.801555,-0.184731,0.392804,1,0.861976,0.824599,0,0.506948,0.144532,0,0,0.546943,1,0.742921,0.856147,0,0.66938,0.0392801,0,0,0.515237,0.825128,0.842424,0.82162,0.825128,0.72615,0.677508,0,0.427065,0.11875,0,0,0.449379,0.825128,0.625854,0.703428,0,0.563901,0.0322733,0,0,0.423329,1,0.861976,0.824599,0.861976,1,0.784056,0.824599,0.784056,1,1,0.742921,0.856147,0.742921,1,0.662343,0.856147,0.662343,1
707.737,1,0.269186,4,15,0,-696.529,0.442609,-0.829369,-0.0526519,0.491399,0.414264,-0.8038,-0.0555713,0.492834,0.208811,-0.985434,-0.26467,0.316243,0.438961,-0.792809,0.046457,0.66839,0.464922,-0.743011,0.0619234,0.638385,0.219296,-0.928407,-0.153956,0.428422,1,0.860594,0.803913,0,0.509291,0.177944,0,0,0.567503,1,0.753384,0.861476,0,0.657581,0.0320334,0,0,0.506787,0.839738,0.853524,0.848565,0.839738,0.734538,0.682173,0,0.434693,0.150997,0,0,0.481563,0.839738,0.643031,0.731018,0,0.561261,0.0271824,0,0,0.430042,1,0.860594,0.803913,0.860594,1,0.782469,0.803913,0.782469,1,1,0.753384,0.861476,0.753384,1,0.670087,0.861476,0.670087,1
702.196,0.839066,0.269186,4,15,0,-685.193,0.493385,-0.804205,-0.0503617,0.484937,0.456794,-0.756109,-0.0326247,0.518487,0.200419,-0.899116,-0.191909,0.299844,0.410374,-0.851153,0.0848681,0.63112,0.475569,-0.852308,0.0226882,0.668733,0.221953,-0.998808,-0.138275,0.420723,1,0.858223,0.803923,0,0.513277,0.17002,0,0,0.569913,1,0.737065,0.860285,0,0.675821,0.0264963,0,0,0.509125,0.827403,0.842033,0.835415,0.827403,0.722652,0.67161,0,0.432196,0.142037,0,0,0.476114,0.827403,0.620633,0.718695,0,0.569064,0.0221354,0,0,0.425331,1,0.858223,0.803923,0.858223,1,0.777213,0.803923,0.777213,1,1,0.737065,0.860285,0.737065,1,0.651993,0.860285,0.651993,1
706.76,0.843213,0.269186,4,31,0,-685.606,0.480591,-0.83343,-0.0437802,0.539063,0.4409,-0.808557,-0.0194693,0.565204,0.198982,-0.958029,-0.206779,0.366776,0.441397,-0.784278,0.027384,0.649625,0.517835,-0.787684,0.0598606,0.672308,0.25896,-0.929588,-0.223914,0.448487,1,0.858285,0.818597,0,0.513173,0.1458,0,0,0.555555,1,0.742569,0.849953,0,0.66977,0.0259948,0,0,0.526216,0.816948,0.828179,0.826284,0.816948,0.710813,0.676393,0,0.424999,0.120472,0,0,0.459046,0.816948,0.61498,0.702303,0,0.554689,0.0214791,0,0,0.434804,1,0.858285,0.818597,0.858285,1,0.77741,0.818597,0.77741,1,1,0.742569,0.849953,0.742569,1,0.648559,0.849953,0.648559,1
708.415,0.624487,0.269186,5,31,0,-683.982,0.465635,-0.838322,-0.0609424,0.555921,0.465346,-0.811928,-0.0634265,0.546211,0.210078,-0.97295,-0.248088,0.362888,0.394684,-0.712674,0.0890333,0.611119,0.437253,-0.708301,0.0881856,0.605795,0.168098,-0.855912,-0.0964057,0.367637,1,0.865472,0.827653,0,0.500957,0.161267,0,0,0.537571,1,0.758005,0.864499,0,0.652248,0.0311067,0,0,0.501671,0.843771,0.863569,0.853819,0.843771,0.747395,0.706666,0,0.432611,0.137692,0,0,0.458988,0.843771,0.65459,0.738125,0,0.563262,0.0265595,0,0,0.428336,1,0.865472,0.827653,0.865472,1,0.797099,0.827653,0.797099,1,1,0.758005,0.864499,0.758005,1,0.675584,0.864499,0.675584,1
706.916,0.965493,0.269186,5,31,0,-697.828,0.444528,-0.809669,-0.0527119,0.446116,0.438714,-0.785255,-0.0494964,0.431853,0.211634,-0.938266,-0.243771,0.254699,0.450769,-0.723908,0.0797226,0.658242,0.466175,-0.737549,0.119216,0.63642,0.231291,-0.868265,-0.127422,0.422767,1,0.863662,0.80995,0,0.504072,0.151738,0,0,0.56653,1,0.74499,0.860011,0,0.667076,0.0363732,0,0,0.508978,0.839271,0.8434,0.836648,0.839271,0.728412,0.677643,0,0.425134,0.126951,0,0,0.473986,0.839271,0.628325,0.719526,0,0.562611,0.0304316,0,0,0.425835,1,0.863662,0.80995,0.863662,1,0.77601,0.80995,0.77601,1,1,0.74499,0.860011,0.74499,1,0.664963,0.860011,0.664963,1
693.238,0.780559,0.269186,4,15,0,-680.031,0.476932,-0.85934,-0.0703979,0.620418,0.468303,-0.84053,-0.0684477,0.622389,0.245108,-0.993037,-0.246058,0.440742,0.432511,-0.865866,-0.0476158,0.747074,0.530793,-0.869622,-0.000903817,0.672185,0.228591,-0.957162,-0.240012,0.524095,1,0.855806,0.814728,0,0.517297,0.173882,0,0,0.553157,1,0.74445,0.855182,0,0.667679,0.0286109,0,0,0.517538,0.828981,0.845968,0.827842,0.828981,0.723984,0.674466,0,0.437616,0.143947,0,0,0.457927,0.828981,0.62978,0.707955,0,0.564835,0.0236853,0,0,0.428439,1,0.855806,0.814728,0.855806,1,0.787198,0.814728,0.787198,1,1,0.74445,0.855182,0.74445,1,0.655743,0.855182,0.655743,1
707.762,0.93948,0.269186,4,31,0,-675.588,0.473974,-0.87223,0.000741929,0.537249,0.432148,-0.849554,-0.0127881,0.558041,0.223584,-1.01171,-0.190596,0.377523,0.415525,-0.689453,0.0779508,0.712941,0.466707,-0.725886,0.0509576,0.701783,0.204164,-0.827351,-0.112045,0.479428,1,0.863396,0.81017,0,0.504527,0.157815,0,0,0.564552,1,0.750296,0.859931,0,0.661102,0.0412021,0,0,0.508744,0.825453,0.840688,0.826546,0.825453,0.725847,0.669643,0,0.42415,0.130442,0,0,0.466628,0.825453,0.630765,0.710773,0,0.55578,0.0340554,0,0,0.420501,1,0.863396,0.81017,0.863396,1,0.779119,0.81017,0.779119,1,1,0.750296,0.859931,0.750296,1,0.672442,0.859931,0.672442,1
701.878,0.646003,0.269186,5,31,0,-688.02,0.511142,-0.839929,-0.0785764,0.477676,0.496315,-0.86202,-0.101886,0.49696,0.252436,-0.977253,-0.292397,0.285876,0.425006,-0.772,0.058216,0.684706,0.498755,-0.734415,0.125168,0.702594,0.238706,-0.915567,-0.15717,0.459631,1,0.86145,0.815827,0,0.507843,0.152686,0,0,0.557776,1,0.737141,0.85563,0,0.675739,0.0235562,0,0,0.517052,0.833079,0.84695,0.841703,0.833079,0.729605,0.686684,0,0.430118,0.128517,0,0,0.469482,0.833079,0.624322,0.720186,0,0.572317,0.0198273,0,0,0.435204,1,0.86145,0.815827,0.86145,1,0.780334,0.815827,0.780334,1,1,0.737141,0.85563,0.737141,1,0.646638,0.85563,0.646638,1
697.506,0.962006,0.269186,5,31,0,-681.257,0.466799,-0.744959,-0.0562131,0.503222,0.455142,-0.723091,-0.0870471,0.533456,0.231164,-0.897778,-0.204557,0.332037,0.429447,-0.699219,0.0813909,0.593487,0.536249,-0.65566,0.152521,0.631687,0.229546,-0.853449,-0.162655,0.369248,1,0.863065,0.82334,0,0.505093,0.147085,0,0,0.548158,1,0.751734,0.870079,0,0.659467,0.0191202,0,0,0.492541,0.841827,0.853271,0.842565,0.841827,0.736429,0.693718,0,0.430981,0.123929,0,0,0.461859,0.841827,0.641433,0.733098,0,0.562704,0.01611,0,0,0.414998,1,0.863065,0.82334,0.863065,1,0.784888,0.82334,0.784888,1,1,0.751734,0.870079,0.751734,1,0.666677,0.870079,0.666677,1
696.673,0.733724,0.269186,4,15,0,-679.09,0.462639,-0.830229,-0.0410746,0.603493,0.455352,-0.775805,-0.0229276,0.577258,0.209398,-0.982326,-0.206994,0.384412,0.454737,-0.787178,-0.0358904,0.656148,0.549108,-0.749038,0.0826054,0.685311,0.233787,-0.940765,-0.223891,0.427613,1,0.858522,0.812672,0,0.512777,0.17049,0,0,0.557222,1,0.758539,0.861069,0,0.651628,0.0552478,0,0,0.505478,0.838921,0.850997,0.831168,0.838921,0.7306,0.675467,0,0.436372,0.141706,0,0,0.463145,0.838921,0.645515,0.715693,0,0.554533,0.0459202,0,0,0.420137,1,0.858522,0.812672,0.858522,1,0.785121,0.812672,0.785121,1,1,0.758539,0.861069,0.758539,1,0.689155,0.861069,0.689155,1
696.865,0.996254,0.269186,5,47,0,-685.558,0.471159,-0.819363,-0.0637821,0.448777,0.436601,-0.799078,-0.0573561,0.509299,0.216792,-0.977334,-0.25578,0.295816,0.392464,-0.693302,0.13084,0.633743,0.404129,-0.75771,0.0358216,0.617498,0.201745,-0.831102,-0.110135,0.399556,1,0.864217,0.812495,0,0.503118,0.162772,0,0,0.559783,1,0.759009,0.862238,0,0.65108,0.030695,0,0,0.505573,0.825056,0.843134,0.84041,0.825056,0.728651,0.682829,0,0.424196,0.136795,0,0,0.470448,0.825056,0.639946,0.724633,0,0.548948,0.0257964,0,0,0.424888,1,0.864217,0.812495,0.864217,1,0.784066,0.812495,0.784066,1,1,0.759009,0.862238,0.759009,1,0.674431,0.862238,0.674431,1
699.652,0.997266,0.269186,5,31,0,-684.108,0.445144,-0.864619,-0.0461756,0.559455,0.435063,-0.829014,-0.0386062,0.593729,0.18362,-0.962717,-0.22497,0.396224,0.446184,-0.748219,0.0467603,0.709167,0.448506,-0.816133,-0.00588905,0.674179,0.267233,-0.89808,-0.17624,0.475125,1,0.86529,0.80919,0,0.501272,0.165584,0,0,0.563732,1,0.753186,0.850686,0,0.657808,0.0488869,0,0,0.523396,0.818151,0.836475,0.829234,0.818151,0.723793,0.671008,0,0.419301,0.137308,0,0,0.467466,0.818151,0.630021,0.705418,0,0.55024,0.0405387,0,0,0.434018,1,0.86529,0.80919,0.86529,1,0.783186,0.80919,0.783186,1,1,0.753186,0.850686,0.753186,1,0.672882,0.850686,0.672882,1
698.427,0.921809,0.269186,5,31,0,-681.746,0.493109,-0.777814,0.0237468,0.471473,0.484921,-0.732145,0.0278247,0.502864,0.225511,-0.937863,-0.142966,0.325051,0.400402,-0.710466,0.00607677,0.621394,0.510201,-0.674357,0.0359362,0.644321,0.185371,-0.880556,-0.243412,0.360962,1,0.863473,0.818894,0,0.504394,0.140421,0,0,0.556503,1,0.742587,0.864451,0,0.66975,0.0195436,0,0,0.502338,0.839845,0.861753,0.847625,0.839845,0.744101,0.694115,0,0.434663,0.119024,0,0,0.471706,0.839845,0.639926,0.73273,0,0.577159,0.0165657,0,0,0.425794,1,0.863473,0.818894,0.863473,1,0.77792,0.818894,0.77792,1,1,0.742587,0.864451,0.742587,1,0.655019,0.864451,0.655019,1
693.812,0.764364,0.269186,5,31,0,-678.987,0.4228,-0.810228,-0.117767,0.571552,0.413735,-0.773235,-0.0741826,0.571381,0.149064,-0.960109,-0.323683,0.355805,0.441651,-0.757668,0.0776912,0.659622,0.553271,-0.722512,0.0930829,0.710475,0.23207,-0.926834,-0.189929,0.435748,1,0.85716,0.811908,0,0.51505,0.182347,0,0,0.554576,1,0.74187,0.860139,0,0.670544,0.062176,0,0,0.506257,0.830852,0.860236,0.841545,0.830852,0.73736,0.683257,0,0.443064,0.153454,0,0,0.466701,0.830852,0.638183,0.723846,0,0.576826,0.0523239,0,0,0.426038,1,0.85716,0.811908,0.85716,1,0.789853,0.811908,0.789853,1,1,0.74187,0.860139,0.74187,1,0.679803,0.860139,0.679803,1
700.667,0.98718,0.269186,3,7,0,-682.23,0.425027,-0.840341,-0.0709456,0.546123,0.371666,-0.788559,-0.11871,0.56599,0.155536,-0.943347,-0.271967,0.37416,0.458686,-0.791989,0.0624679,0.653599,0.559324,-0.727665,0.0655385,0.680018,0.255151,-0.929345,-0.152047,0.395746,1,0.859754,0.810167,0,0.510709,0.177507,0,0,0.558678,1,0.740239,0.859005,0,0.672344,0.0526341,0,0,0.509255,0.831449,0.858908,0.839421,0.831449,0.738449,0.680071,0,0.438652,0.149003,0,0,0.468966,0.831449,0.635797,0.721066,0,0.577481,0.0441822,0,0,0.427479,1,0.859754,0.810167,0.859754,1,0.787198,0.810167,0.787198,1,1,0.740239,0.859005,0.740239,1,0.671257,0.859005,0.671257,1
706.906,0.808333,0.269186,4,15,0,-685.203,0.51144,-0.826259,-0.0332787,0.509392,0.42341,-0.808132,-0.0272497,0.529537,0.213833,-0.937247,-0.195232,0.342135,0.413585,-0.794255,0.0245513,0.663097,0.46763,-0.787167,0.0302706,0.679946,0.198666,-0.951603,-0.190957,0.430471,1,0.864573,0.816885,0,0.502507,0.150207,0,0,0.556899,1,0.753339,0.856475,0,0.657633,0.0161133,0,0,0.515937,0.828756,0.847337,0.835467,0.828756,0.732585,0.682481,0,0.425793,0.125493,0,0,0.46527,0.828756,0.638332,0.715557,0,0.557237,0.0134622,0,0,0.431048,1,0.864573,0.816885,0.864573,1,0.781737,0.816885,0.781737,1,1,0.753339,0.856475,0.753339,1,0.655812,0.856475,0.655812,1
706.345,0.888348,0.269186,5,47,0,-689.767,0.469966,-0.830655,-0.0942345,0.515216,0.451672,-0.790948,-0.0847358,0.559426,0.24987,-0.931695,-0.24346,0.353956,0.427975,-0.732679,0.0530426,0.615279,0.53793,-0.767581,0.057381,0.643502,0.249417,-0.841842,-0.154082,0.394009,1,0.862461,0.811526,0,0.506124,0.167834,0,0,0.559694,1,0.748214,0.863802,0,0.663458,0.0141952,0,0,0.503631,0.834293,0.852488,0.842185,0.834293,0.735237,0.683455,0,0.431464,0.141348,0,0,0.471366,0.834293,0.637843,0.727482,0,0.56559,0.011955,0,0,0.42415,1,0.862461,0.811526,0.862461,1,0.784854,0.811526,0.784854,1,1,0.748214,0.863802,0.748214,1,0.655727,0.863802,0.655727,1
705.202,0.891033,0.269186,4,23,0,-690.729,0.48959,-0.809889,-0.0947136,0.544254,0.479254,-0.765525,-0.071248,0.538005,0.242301,-0.945347,-0.222377,0.349532,0.465375,-0.734259,0.0476935,0.671061,0.485606,-0.750212,0.0696529,0.688065,0.229816,-0.914917,-0.202563,0.423535,1,0.863686,0.809015,0,0.50403,0.17715,0,0,0.560457,1,0.743724,0.860378,0,0.668487,0.0211,0,0,0.509219,0.83728,0.862602,0.843196,0.83728,0.745017,0.682158,0,0.434778,0.149372,0,0,0.472575,0.83728,0.641538,0.725467,0,0.576638,0.0177914,0,0,0.429371,1,0.863686,0.809015,0.863686,1,0.788024,0.809015,0.788024,1,1,0.743724,0.860378,0.743724,1,0.653989,0.860378,0.653989,1
706.849,0.792482,0.269186,4,15,0,-688.048,0.485625,-0.82271,-0.0988512,0.505555,0.467202,-0.791681,-0.0911784,0.551171,0.230515,-0.953773,-0.305789,0.335116,0.418337,-0.723277,0.0658534,0.715051,0.461976,-0.750085,0.0419233,0.699882,0.181297,-0.873321,-0.177093,0.459879,1,0.865479,0.812768,0,0.500945,0.164656,0,0,0.558835,1,0.755777,0.85281,0,0.654829,0.0537152,0,0,0.519451,0.843829,0.855416,0.843877,0.843829,0.740344,0.685876,0,0.428516,0.138949,0,0,0.471588,0.843829,0.646504,0.719667,0,0.560151,0.045329,0,0,0.438352,1,0.865479,0.812768,0.865479,1,0.785917,0.812768,0.785917,1,1,0.755777,0.85281,0.755777,1,0.679709,0.85281,0.679709,1
