lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_attraction.1.1,mu_attraction.2.1,mu_attraction.3.1,mu_attraction.4.1,mu_attraction.1.2,mu_attraction.2.2,mu_attraction.3.2,mu_attraction.4.2,mu_attraction.1.3,mu_attraction.2.3,mu_attraction.3.3,mu_attraction.4.3,mu_repulsion.1.1,mu_repulsion.2.1,mu_repulsion.3.1,mu_repulsion.4.1,mu_repulsion.1.2,mu_repulsion.2.2,mu_repulsion.3.2,mu_repulsion.4.2,mu_repulsion.1.3,mu_repulsion.2.3,mu_repulsion.3.3,mu_repulsion.4.3,omega_attraction.1.1,omega_attraction.2.1,omega_attraction.3.1,omega_attraction.1.2,omega_attraction.2.2,omega_attraction.3.2,omega_attraction.1.3,omega_attraction.2.3,omega_attraction.3.3,omega_repulsion.1.1,omega_repulsion.2.1,omega_repulsion.3.1,omega_repulsion.1.2,omega_repulsion.2.2,omega_repulsion.3.2,omega_repulsion.1.3,omega_repulsion.2.3,omega_repulsion.3.3,s.1,s.2,s.3,S_attraction.1.1,S_attraction.2.1,S_attraction.3.1,S_attraction.1.2,S_attraction.2.2,S_attraction.3.2,S_attraction.1.3,S_attraction.2.3,S_attraction.3.3,S_repulsion.1.1,S_repulsion.2.1,S_repulsion.3.1,S_repulsion.1.2,S_repulsion.2.2,S_repulsion.3.2,S_repulsion.1.3,S_repulsion.2.3,S_repulsion.3.3,cor_attraction.1.1,cor_attraction.2.1,cor_attraction.3.1,cor_attraction.1.2,cor_attraction.2.2,cor_attraction.3.2,cor_attraction.1.3,cor_attraction.2.3,cor_attraction.3.3,cor_repulsion.1.1,cor_repulsion.2.1,cor_repulsion.3.1,cor_repulsion.1.2,cor_repulsion.2.2,cor_repulsion.3.2,cor_repulsion.1.3,cor_repulsion.2.3,cor_repulsion.3.3
# Adaptation terminated
# Step size = 0.269186
# Diagonal elements of inverse mass matrix:
# 0.00152747, 0.00159725, 0.00174331, 0.00133035, 0.00134973, 0.00142221, 0.00161364, 0.00154317, 0.00150645, 0.00160986, 0.00166653, 0.00163235, 0.00147416, 0.00153037, 0.00152789, 0.00144704, 0.00142712, 0.00144249, 0.00152911, 0.00159963, 0.00154297, 0.00151208, 0.00158439, 0.00156275, 0.000480564, 0.000422399, 0.000480161, 0.000453072, 0.000472845, 0.000515955, 0.000133514, 0.000141428, 0.000136053
705.684,0.924358,0.269186,4,15,0,-690.707,0.411329,-0.860842,-0.0575446,0.561053,0.400392,-0.798942,-0.0458739,0.589095,0.139245,-0.983541,-0.252846,0.370724,0.418932,-0.78789,0.0671941,0.628212,0.453537,-0.730247,0.102432,0.666941,0.235855,-0.901491,-0.16594,0.411149,1,0.857857,0.818185,0,0.513889,0.168989,0,0,0.54956,1,0.734179,0.859119,0,0.678956,0.0283459,0,0,0.510991,0.831522,0.838824,0.843531,0.831522,0.719591,0.690164,0,0.431062,0.142547,0,0,0.463571,0.831522,0.615847,0.724693,0,0.569525,0.0239106,0,0,0.431036,1,0.857857,0.818185,0.857857,1,0.788727,0.818185,0.788727,1,1,0.734179,0.859119,0.734179,1,0.649993,0.859119,0.649993,1
700.578,0.584144,0.269186,4,31,0,-680.096,0.493013,-0.833583,0.00241442,0.51585,0.451544,-0.804234,-0.0355874,0.487154,0.223626,-0.958962,-0.179058,0.344357,0.361228,-0.671741,0.0727226,0.67281,0.453552,-0.737377,0.0506521,0.669484,0.143144,-0.844571,-0.134191,0.465049,1,0.854778,0.81577,0,0.518994,0.151031,0,0,0.558309,1,0.757313,0.860099,0,0.653052,0.0359553,0,0,0.508859,0.825099,0.845875,0.835531,0.825099,0.723035,0.681602,0,0.439004,0.126191,0,0,0.466484,0.825099,0.640592,0.718639,0,0.5524,0.0300418,0,0,0.425168,1,0.854778,0.81577,0.854778,1,0.775687,0.81577,0.775687,1,1,0.757313,0.860099,0.757313,1,0.674845,0.860099,0.674845,1
702.064,0.731748,0.269186,5,31,0,-680.235,0.418237,-0.777094,-0.0742184,0.513916,0.423181,-0.729675,-0.0567704,0.589748,0.203101,-0.900949,-0.263789,0.341573,0.407244,-0.678825,0.0190432,0.659045,0.505413,-0.735452,-0.00383813,0.655012,0.203139,-0.851112,-0.194872,0.440027,1,0.86585,0.805278,0,0.500304,0.164027,0,0,0.569757,1,0.735494,0.855376,0,0.677532,0.0419304,0,0,0.516308,0.828063,0.840188,0.828938,0.828063,0.727477,0.667526,0,0.420349,0.135968,0,0,0.472293,0.828063,0.617953,0.709054,0,0.569254,0.0347578,0,0,0.427987,1,0.86585,0.805278,0.86585,1,0.779313,0.805278,0.779313,1,1,0.735494,0.855376,0.735494,1,0.657533,0.855376,0.657533,1
705.851,0.964565,0.269186,5,31,0,-687.638,0.49041,-0.818419,0.0187917,0.514584,0.477295,-0.797148,0.00152013,0.512399,0.23004,-0.945006,-0.152052,0.348247,0.420865,-0.772485,0.0928238,0.65685,0.491373,-0.806905,0.0625667,0.648069,0.181207,-0.917145,-0.129646,0.442428,1,0.862982,0.828591,0,0.505234,0.16764,0,0,0.534167,1,0.749909,0.858335,0,0.661541,0.0333494,0,0,0.512004,0.841816,0.850892,0.845367,0.841816,0.734305,0.700463,0,0.4299,0.141717,0,0,0.451567,0.841816,0.638092,0.725608,0,0.5629,0.0281925,0,0,0.432831,1,0.862982,0.828591,0.862982,1,0.799757,0.828591,0.799757,1,1,0.749909,0.858335,0.749909,1,0.665736,0.858335,0.665736,1
703.581,0.922309,0.269186,5,31,0,-691.723,0.491426,-0.8646,-0.102596,0.481792,0.45368,-0.828324,-0.0962022,0.523105,0.236125,-0.948782,-0.234593,0.328176,0.357518,-0.725673,0.0624831,0.616736,0.459237,-0.747653,0.0418054,0.606529,0.174555,-0.851945,-0.144739,0.393072,1,0.855104,0.797676,0,0.518457,0.160399,0,0,0.581365,1,0.738508,0.850705,0,0.674244,0.0337678,0,0,0.524558,0.82401,0.831718,0.820945,0.82401,0.711205,0.654849,0,0.43121,0.131679,0,0,0.477269,0.82401,0.614231,0.698382,0,0.560781,0.0277215,0,0,0.430634,1,0.855104,0.797676,0.855104,1,0.765256,0.797676,0.765256,1,1,0.738508,0.850705,0.738508,1,0.65102,0.850705,0.65102,1
700.987,0.902021,0.269186,4,31,0,-685.746,0.50295,-0.857862,-0.000883606,0.508876,0.469307,-0.819401,0.0107717,0.535177,0.235092,-0.946015,-0.180968,0.353694,0.404082,-0.853487,0.0330354,0.604669,0.446352,-0.831491,0.0408418,0.640499,0.221578,-0.98609,-0.200852,0.358841,1,0.853843,0.807424,0,0.520531,0.174689,0,0,0.563516,1,0.738967,0.853719,0,0.673741,0.0441056,0,0,0.518863,0.803913,0.832729,0.816112,0.803913,0.71102,0.658949,0,0.433461,0.142565,0,0,0.459892,0.803913,0.61536,0.696731,0,0.561044,0.0359951,0,0,0.42345,1,0.853843,0.807424,0.853843,1,0.780344,0.807424,0.780344,1,1,0.738967,0.853719,0.738967,1,0.660586,0.853719,0.660586,1
701.926,0.948509,0.269186,5,31,0,-684.921,0.433336,-0.804559,-0.123031,0.545364,0.417949,-0.781475,-0.111063,0.544153,0.188386,-0.968569,-0.288765,0.376266,0.424003,-0.64712,0.0537813,0.677806,0.501884,-0.651884,0.060617,0.673049,0.193831,-0.785287,-0.147845,0.467499,1,0.869949,0.826212,0,0.493141,0.158099,0,0,0.540721,1,0.768091,0.864139,0,0.64034,0.0326032,0,0,0.502197,0.860498,0.870995,0.872602,0.860498,0.757722,0.720954,0,0.429523,0.137957,0,0,0.471834,0.860498,0.669004,0.754049,0,0.557733,0.0284496,0,0,0.438218,1,0.869949,0.826212,0.869949,1,0.796727,0.826212,0.796727,1,1,0.768091,0.864139,0.768091,1,0.684614,0.864139,0.684614,1
702.819,0.777346,0.269186,4,15,0,-685.174,0.485716,-0.857906,-0.00503042,0.538359,0.461895,-0.792551,0.00494964,0.544873,0.207612,-0.99921,-0.180995,0.410246,0.412435,-0.82948,0.0283316,0.649524,0.513698,-0.774368,0.0183671,0.630081,0.212853,-0.989054,-0.200995,0.425155,1,0.865082,0.813559,0,0.501631,0.158072,0,0,0.559585,1,0.748296,0.863316,0,0.663365,0.0384162,0,0,0.5032,0.837935,0.842961,0.850262,0.837935,0.72923,0.691738,0,0.422855,0.134403,0,0,0.475794,0.837935,0.630784,0.734044,0,0.55919,0.0326638,0,0,0.427851,1,0.865082,0.813559,0.865082,1,0.783088,0.813559,0.783088,1,1,0.748296,0.863316,0.748296,1,0.6715,0.863316,0.6715,1
703.176,0.976894,0.269186,5,31,0,-691.711,0.439174,-0.908836,-0.0541773,0.486535,0.412876,-0.850071,-0.0596674,0.498692,0.185666,-1.0368,-0.236229,0.349046,0.39359,-0.768835,0.0275245,0.641084,0.44333,-0.813558,-0.00135799,0.674172,0.222411,-0.90043,-0.206355,0.406359,1,0.857543,0.815714,0,0.514413,0.150681,0,0,0.558486,1,0.744446,0.851888,0,0.667682,0.035133,0,0,0.522545,0.823169,0.850353,0.822557,0.823169,0.729213,0.670971,0,0.437433,0.123944,0,0,0.459387,0.823169,0.633042,0.700727,0,0.567765,0.0288989,0,0,0.429823,1,0.857543,0.815714,0.857543,1,0.777022,0.815714,0.777022,1,1,0.744446,0.851888,0.744446,1,0.657642,0.851888,0.657642,1
696.527,0.756998,0.269186,5,31,0,-683.962,0.493761,-0.756817,-0.0419881,0.550722,0.444988,-0.755023,-0.0457456,0.581231,0.226534,-0.894873,-0.24351,0.34469,0.37873,-0.68906,0.0850303,0.628389,0.45337,-0.743318,0.0780547,0.661046,0.245146,-0.816844,-0.112217,0.399953,1,0.849637,0.813485,0,0.527369,0.169716,0,0,0.556273,1,0.734531,0.862575,0,0.678575,0.0493748,0,0,0.503514,0.831719,0.849219,0.835039,0.831719,0.721527,0.679291,0,0.447851,0.141719,0,0,0.464509,0.831719,0.623778,0.720283,0,0.576259,0.0412299,0,0,0.420454,1,0.849637,0.813485,0.849637,1,0.780669,0.813485,0.780669,1,1,0.734531,0.862575,0.734531,1,0.667093,0.862575,0.667093,1
697.67,0.786723,0.269186,3,7,0,-673.818,0.408454,-0.738642,-0.0656215,0.475867,0.451148,-0.696291,-0.08422,0.527289,0.175481,-0.903368,-0.221458,0.339076,0.408766,-0.691676,0.0833137,0.629384,0.477309,-0.675642,0.0915369,0.616889,0.183092,-0.870985,-0.174456,0.392374,1,0.863066,0.81135,0,0.505091,0.167883,0,0,0.559935,1,0.749044,0.85367,0,0.66252,0.0323626,0,0,0.519808,0.823968,0.838384,0.833496,0.823968,0.723581,0.676257,0,0.423461,0.13993,0,0,0.466703,0.823968,0.627987,0.71153,0,0.555447,0.0269741,0,0,0.433258,1,0.863066,0.81135,0.863066,1,0.785045,0.81135,0.785045,1,1,0.749044,0.85367,0.749044,1,0.660877,0.85367,0.660877,1
701.934,0.996612,0.269186,4,15,0,-686.915,0.459146,-0.75342,-0.0685563,0.521116,0.409168,-0.730326,-0.0530042,0.506531,0.195529,-0.892371,-0.247969,0.329844,0.419057,-0.706769,0.0612568,0.641031,0.488781,-0.660373,0.103134,0.615915,0.243511,-0.886019,-0.130066,0.406843,1,0.861872,0.807543,0,0.507126,0.171519,0,0,0.564319,1,0.740063,0.850364,0,0.672538,0.0249314,0,0,0.525604,0.829881,0.834182,0.831206,0.829881,0.718958,0.671235,0,0.423035,0.142567,0,0,0.469065,0.829881,0.617347,0.706828,0,0.561019,0.0207232,0,0,0.436885,1,0.861872,0.807543,0.861872,1,0.78298,0.807543,0.78298,1,1,0.740063,0.850364,0.740063,1,0.64609,0.850364,0.64609,1
702.224,0.722758,0.269186,4,15,0,-673.981,0.453577,-0.757153,-0.0543117,0.505218,0.41952,-0.724807,-0.0519646,0.506466,0.21515,-0.884784,-0.227492,0.299128,0.435323,-0.739021,0.046883,0.632963,0.480559,-0.647382,0.0980858,0.625602,0.245059,-0.882565,-0.13904,0.423254,1,0.859915,0.805341,0,0.510438,0.16956,0,0,0.568046,1,0.741648,0.853543,0,0.67079,0.033625,0,0,0.519936,0.828882,0.835545,0.835288,0.828882,0.718498,0.672692,0,0.426494,0.141631,0,0,0.474482,0.828882,0.61968,0.712955,0,0.560475,0.0280866,0,0,0.434296,1,0.859915,0.805341,0.859915,1,0.779074,0.805341,0.779074,1,1,0.741648,0.853543,0.741648,1,0.655584,0.853543,0.655584,1
700.132,0.86869,0.269186,5,31,0,-680.209,0.477704,-0.91222,-0.0615638,0.556563,0.442385,-0.877412,-0.0683991,0.589754,0.249008,-1.03449,-0.219717,0.410677,0.399262,-0.762235,0.0572016,0.653257,0.454792,-0.808576,0.0134966,0.663994,0.189166,-0.910388,-0.191738,0.392164,1,0.865208,0.817135,0,0.501413,0.149745,0,0,0.556657,1,0.747959,0.860587,0,0.663745,0.0058749,0,0,0.509269,0.848844,0.855595,0.855524,0.848844,0.740268,0.699078,0,0.429006,0.12811,0,0,0.476233,0.848844,0.63995,0.736253,0,0.567897,0.00502612,0,0,0.435692,1,0.865208,0.817135,0.865208,1,0.782076,0.817135,0.782076,1,1,0.747959,0.860587,0.747959,1,0.647583,0.860587,0.647583,1
704.885,0.993896,0.269186,5,31,0,-687.627,0.445391,-0.735532,-0.0438286,0.48693,0.43456,-0.696568,-0.0419065,0.491982,0.191925,-0.876089,-0.234919,0.295833,0.444429,-0.734283,0.0648556,0.65863,0.492539,-0.71417,0.107255,0.659297,0.237353,-0.884125,-0.193946,0.408636,1,0.85995,0.803127,0,0.510378,0.184726,0,0,0.566448,1,0.742389,0.852318,0,0.669969,0.029662,0,0,0.522183,0.826462,0.835718,0.840587,0.826462,0.718675,0.675098,0,0.426532,0.155278,0,0,0.476149,0.826462,0.620428,0.716447,0,0.559905,0.0249335,0,0,0.43894,1,0.85995,0.803127,0.85995,1,0.784929,0.803127,0.784929,1,1,0.742389,0.852318,0.742389,1,0.652624,0.852318,0.652624,1
705.799,0.831179,0.269186,5,31,0,-689.099,0.428347,-0.827597,-0.10476,0.527151,0.428991,-0.780796,-0.107512,0.553121,0.188419,-0.945205,-0.31536,0.350506,0.441321,-0.744267,0.0691657,0.636402,0.485242,-0.762443,0.0551975,0.681504,0.269627,-0.887762,-0.177433,0.391048,1,0.869867,0.827725,0,0.493287,0.146794,0,0,0.541593,1,0.764554,0.869639,0,0.644559,0.0325436,0,0,0.492615,0.854999,0.865345,0.854651,0.854999,0.752735,0.707416,0,0.426863,0.125457,0,0,0.462873,0.854999,0.661603,0.743238,0,0.557766,0.0278134,0,0,0.421014,1,0.869867,0.827725,0.869867,1,0.792422,0.827725,0.792422,1,1,0.764554,0.869639,0.764554,1,0.685862,0.869639,0.685862,1
700.461,0.881639,0.269186,5,31,0,-686.179,0.487072,-0.807635,0.0100192,0.526922,0.478481,-0.761689,-0.00684283,0.561507,0.237586,-0.937485,-0.155856,0.342473,0.393875,-0.73657,0.0511072,0.659788,0.423216,-0.717604,0.0405571,0.699052,0.2291,-0.889873,-0.197448,0.417976,1,0.855634,0.799256,0,0.517582,0.193196,0,0,0.569091,1,0.734896,0.860132,0,0.67818,0.0267151,0,0,0.509372,0.81851,0.820892,0.835211,0.81851,0.702383,0.667548,0,0.424879,0.16136,0,0,0.475311,0.81851,0.60327,0.718392,0,0.556713,0.0223128,0,0,0.425433,1,0.855634,0.799256,0.855634,1,0.783865,0.799256,0.783865,1,1,0.734896,0.860132,0.734896,1,0.650225,0.860132,0.650225,1
701.842,0.90394,0.269186,5,31,0,-685.449,0.432282,-0.842965,-0.0945884,0.550266,0.396466,-0.812358,-0.0617724,0.542139,0.1836,-0.97945,-0.26803,0.332842,0.475634,-0.699611,0.0850629,0.63185,0.460162,-0.70762,0.111544,0.666607,0.25955,-0.841293,-0.11411,0.383667,1,0.864364,0.806654,0,0.502866,0.134899,0,0,0.575423,1,0.755645,0.85843,0,0.654981,0.0446528,0,0,0.510984,0.833355,0.839718,0.840366,0.833355,0.725823,0.677884,0,0.422266,0.113365,0,0,0.483565,0.833355,0.634529,0.721395,0,0.549999,0.0375247,0,0,0.429413,1,0.864364,0.806654,0.864364,1,0.765079,0.806654,0.765079,1,1,0.755645,0.85843,0.755645,1,0.677915,0.85843,0.677915,1
705.621,0.991823,0.269186,4,15,0,-691.466,0.453982,-0.854433,-0.0950341,0.508671,0.445193,-0.81671,-0.076689,0.558238,0.203147,-0.960068,-0.256044,0.328635,0.440348,-0.69346,0.0897642,0.64277,0.481439,-0.710387,0.0877843,0.641042,0.290477,-0.833127,-0.150588,0.401683,1,0.857888,0.810937,0,0.513837,0.14696,0,0,0.566378,1,0.754698,0.863824,0,0.656072,0.0423601,0,0,0.502009,0.829455,0.838641,0.83065,0.829455,0.71946,0.673604,0,0.430925,0.122072,0,0,0.470462,0.829455,0.63292,0.717535,0,0.550209,0.0351864,0,0,0.416994,1,0.857888,0.810937,0.857888,1,0.771206,0.810937,0.771206,1,1,0.754698,0.863824,0.754698,1,0.679718,0.863824,0.679718,1
703.528,0.847818,0.269186,4,15,0,-685.011,0.511111,-0.828875,-0.047656,0.496527,0.48565,-0.760986,-0.0433677,0.524854,0.262419,-0.964442,-0.224008,0.339239,0.453685,-0.645554,0.0738968,0.640483,0.533243,-0.688437,0.0745828,0.66273,0.245122,-0.804597,-0.168406,0.423351,1,0.861587,0.81319,0,0.50761,0.131181,0,0,0.567022,1,0.726798,0.855327,0,0.686851,0.036062,0,0,0.516832,0.8267,0.840649,0.837811,0.8267,0.724292,0.6813,0,0.426722,0.109905,0,0,0.475057,0.8267,0.610982,0.716603,0,0.5774,0.0302132,0,0,0.433008,1,0.861587,0.81319,0.861587,1,0.767223,0.81319,0.767223,1,1,0.726798,0.855327,0.726798,1,0.646419,0.855327,0.646419,1
704.884,0.779663,0.269186,4,15,0,-689.577,0.523042,-0.792248,-0.0502009,0.529293,0.500036,-0.790203,-0.0496784,0.533221,0.255745,-0.925475,-0.212693,0.350597,0.443225,-0.684529,0.0214767,0.667016,0.474279,-0.681514,0.0691029,0.688349,0.245888,-0.818281,-0.180311,0.417337,1,0.865866,0.810913,0,0.500275,0.156503,0,0,0.563851,1,0.739912,0.859768,0,0.672704,0.0286237,0,0,0.509883,0.838468,0.830507,0.837586,0.838468,0.719108,0.679209,0,0.415482,0.131085,0,0,0.472273,0.838468,0.614502,0.720129,0,0.558686,0.0239748,0,0,0.42707,1,0.865866,0.810913,0.865866,1,0.780436,0.810913,0.780436,1,1,0.739912,0.859768,0.739912,1,0.655408,0.859768,0.655408,1
700.019,0.910657,0.269186,4,31,0,-686.181,0.409372,-0.826477,-0.077717,0.512702,0.38141,-0.775914,-0.071527,0.558446,0.179737,-0.951008,-0.225366,0.305097,0.449295,-0.812165,0.0356757,0.585926,0.491246,-0.818575,0.0604094,0.62361,0.237605,-0.97653,-0.200779,0.350882,1,0.874335,0.821676,0,0.485323,0.166118,0,0,0.545209,1,0.770292,0.86907,0,0.637691,0.0481768,0,0,0.492338,0.865335,0.862079,0.864387,0.865335,0.753746,0.710246,0,0.418387,0.14359,0,0,0.471272,0.865335,0.664053,0.751212,0,0.54974,0.0416434,0,0,0.42557,1,0.874335,0.821676,0.874335,1,0.799041,0.821676,0.799041,1,1,0.770292,0.86907,0.770292,1,0.70016,0.86907,0.70016,1
701.033,0.96164,0.269186,4,31,0,-688.967,0.394473,-0.828183,-0.0185222,0.536324,0.38811,-0.764391,0.0110718,0.557457,0.156054,-0.953208,-0.198449,0.409369,0.420234,-0.761346,0.0867827,0.573638,0.486977,-0.760091,0.0639392,0.560364,0.207756,-0.886643,-0.133205,0.362589,1,0.866345,0.82575,0,0.499446,0.155764,0,0,0.542102,1,0.749876,0.865634,0,0.661578,0.0284516,0,0,0.499869,0.847843,0.875909,0.855393,0.847843,0.758839,0.706341,0,0.43747,0.133239,0,0,0.463711,0.847843,0.656824,0.740457,0,0.579482,0.0243373,0,0,0.427584,1,0.866345,0.82575,0.866345,1,0.79318,0.82575,0.79318,1,1,0.749876,0.865634,0.749876,1,0.667941,0.865634,0.667941,1
704.383,0.82851,0.269186,4,15,0,-681.426,0.439296,-0.855763,-0.0737409,0.563428,0.441185,-0.844466,-0.0558445,0.589999,0.202463,-0.972307,-0.230643,0.399854,0.424087,-0.79577,0.0472515,0.563405,0.475818,-0.783751,0.0668619,0.582266,0.209428,-0.948067,-0.186974,0.334166,1,0.866672,0.821684,0,0.498878,0.164755,0,0,0.545611,1,0.764996,0.865325,0,0.644035,0.059328,0,0,0.497687,0.844499,0.852173,0.858627,0.844499,0.738555,0.70552,0,0.42513,0.141463,0,0,0.468476,0.844499,0.651909,0.742992,0,0.54883,0.0509407,0,0,0.427327,1,0.866672,0.821684,0.866672,1,0.794323,0.821684,0.794323,1,1,0.764996,0.865325,0.764996,1,0.700179,0.865325,0.700179,1
704.113,0.923835,0.269186,5,31,0,-690.754,0.48428,-0.783267,-0.00982737,0.485063,0.472576,-0.742174,0.0158754,0.519087,0.233138,-0.951444,-0.189505,0.293529,0.399711,-0.666149,0.0465859,0.723813,0.477589,-0.649827,0.0731263,0.748687,0.181092,-0.805436,-0.186083,0.48616,1,0.857211,0.813259,0,0.514965,0.157666,0,0,0.560135,1,0.746821,0.861254,0,0.665025,0.0328452,0,0,0.507112,0.825978,0.831549,0.834698,0.825978,0.712813,0.678826,0,0.428218,0.131604,0,0,0.467544,0.825978,0.621018,0.718887,0,0.553001,0.0274158,0,0,0.423286,1,0.857211,0.813259,0.857211,1,0.778327,0.813259,0.778327,1,1,0.746821,0.861254,0.746821,1,0.665046,0.861254,0.665046,1
705.51,0.806486,0.269186,4,15,0,-689.743,0.496968,-0.780967,-0.0632496,0.501456,0.483261,-0.758302,-0.0300978,0.52842,0.270922,-0.886604,-0.229837,0.308177,0.431586,-0.742396,0.0262431,0.564001,0.476361,-0.755273,0.0270787,0.555417,0.228458,-0.863492,-0.188766,0.339509,1,0.859967,0.804478,0,0.51035,0.183236,0,0,0.565013,1,0.744677,0.852416,0,0.667425,0.0376181,0,0,0.52151,0.825126,0.85223,0.829871,0.825126,0.73289,0.667613,0,0.434935,0.152062,0,0,0.468888,0.825126,0.634636,0.707395,0,0.568799,0.0312181,0,0,0.432786,1,0.859967,0.804478,0.859967,1,0.785339,0.804478,0.785339,1,1,0.744677,0.852416,0.744677,1,0.659882,0.852416,0.659882,1
706.414,0.850089,0.269186,5,31,0,-690.889,0.458139,-0.872376,-0.0847501,0.516847,0.451331,-0.848662,-0.0488937,0.539169,0.175734,-1.00487,-0.246177,0.365726,0.426889,-0.737963,0.0289982,0.708575,0.493565,-0.75922,0.0389284,0.703798,0.248875,-0.855486,-0.188057,0.449422,1,0.863372,0.82878,0,0.504568,0.144052,0,0,0.540715,1,0.755637,0.860192,0,0.65499,0.0348095,0,0,0.508781,0.84857,0.861332,0.848812,0.84857,0.74365,0.703478,0,0.434601,0.122273,0,0,0.458966,0.84857,0.650855,0.730141,0,0.564164,0.0295467,0,0,0.43186,1,0.863372,0.82878,0.863372,1,0.788229,0.82878,0.788229,1,1,0.755637,0.860192,0.755637,1,0.672793,0.860192,0.672793,1
701.737,0.860408,0.269186,5,31,0,-691.377,0.431841,-0.846397,0.0201468,0.502223,0.393106,-0.816267,-0.019365,0.496403,0.128371,-0.971686,-0.198207,0.331056,0.442051,-0.738609,0.0664322,0.618992,0.493447,-0.779983,0.0546818,0.652287,0.246783,-0.857403,-0.174728,0.389236,1,0.863792,0.799175,0,0.503849,0.179886,0,0,0.57355,1,0.745632,0.861314,0,0.666358,0.0375479,0,0,0.506684,0.83466,0.836918,0.833205,0.83466,0.722923,0.665876,0,0.42168,0.149882,0,0,0.477885,0.83466,0.624033,0.717651,0,0.557687,0.0312851,0,0,0.422171,1,0.863792,0.799175,0.863792,1,0.780957,0.799175,0.780957,1,1,0.745632,0.861314,0.745632,1,0.667244,0.861314,0.667244,1
697.963,0.804834,0.269186,4,15,0,-679.435,0.398024,-0.823123,-0.0442351,0.512506,0.37263,-0.781048,-0.00640993,0.544477,0.194981,-0.977441,-0.185278,0.308967,0.438847,-0.718309,0.120172,0.650922,0.493964,-0.699353,0.106061,0.673518,0.243367,-0.909888,-0.0934215,0.405921,1,0.849587,0.80051,0,0.527448,0.183172,0,0,0.570641,1,0.736559,0.865624,0,0.676373,0.0373635,0,0,0.499299,0.830418,0.842144,0.842272,0.830418,0.715475,0.674248,0,0.444187,0.15428,0,0,0.480636,0.830418,0.620289,0.729091,0,0.569603,0.0314702,0,0,0.420545,1,0.849587,0.80051,0.849587,1,0.776717,0.80051,0.776717,1,1,0.736559,0.865624,0.736559,1,0.662855,0.865624,0.662855,1
705.317,0.87474,0.269186,4,15,0,-683.346,0.428456,-0.826016,-0.024049,0.517099,0.380037,-0.747051,-0.0486464,0.546769,0.162627,-0.955542,-0.231297,0.302259,0.41197,-0.735345,0.115526,0.618591,0.459131,-0.726644,0.0881053,0.666801,0.239786,-0.874091,-0.110764,0.412178,1,0.855385,0.812872,0,0.517992,0.166461,0,0,0.558148,1,0.7424,0.85791,0,0.669957,0.0375467,0,0,0.512427,0.831451,0.845184,0.833064,0.831451,0.722958,0.677175,0,0.437799,0.138673,0,0,0.464974,0.831451,0.627464,0.714694,0,0.566238,0.0312789,0,0,0.426884,1,0.855385,0.812872,0.855385,1,0.781544,0.812872,0.781544,1,1,0.7424,0.85791,0.7424,1,0.662066,0.85791,0.662066,1
703.669,0.982739,0.269186,5,31,0,-688.993,0.392623,-0.823684,0.013664,0.52226,0.351131,-0.77499,0.0275164,0.542325,0.144236,-0.953985,-0.173223,0.30072,0.351451,-0.736622,0.0593805,0.690031,0.421866,-0.715851,0.0206884,0.658983,0.136757,-0.8887,-0.155459,0.459702,1,0.862508,0.808096,0,0.506043,0.144975,0,0,0.570932,1,0.743308,0.85204,0,0.668949,0.0343975,0,0,0.522345,0.825096,0.835425,0.825938,0.825096,0.720561,0.667437,0,0.422761,0.11974,0,0,0.471555,0.825096,0.620978,0.703732,0,0.558857,0.0284102,0,0,0.431425,1,0.862508,0.808096,0.862508,1,0.770352,0.808096,0.770352,1,1,0.743308,0.85204,0.743308,1,0.656339,0.85204,0.656339,1
709.957,0.683946,0.269186,5,31,0,-686.614,0.456951,-0.854304,-0.0440707,0.59209,0.417842,-0.796568,-0.024667,0.59876,0.208769,-0.98728,-0.224231,0.41659,0.449102,-0.793952,0.0316816,0.666988,0.517781,-0.79094,0.0808256,0.693685,0.230124,-0.948822,-0.188909,0.427706,1,0.858039,0.815074,0,0.513584,0.163319,0,0,0.555861,1,0.74472,0.857,0,0.667377,0.0459415,0,0,0.513265,0.832885,0.845595,0.830405,0.832885,0.725553,0.676841,0,0.434284,0.135621,0,0,0.461589,0.832885,0.629732,0.711657,0,0.56433,0.0381501,0,0,0.426218,1,0.858039,0.815074,0.858039,1,0.783244,0.815074,0.783244,1,1,0.74472,0.857,0.74472,1,0.668886,0.857,0.668886,1
704.213,0.732119,0.269186,5,31,0,-698.565,0.479342,-0.821303,-0.048514,0.451243,0.449184,-0.764653,-0.069027,0.494853,0.248837,-0.946594,-0.252266,0.283055,0.406868,-0.716577,0.073028,0.643959,0.436037,-0.689173,0.0311513,0.602376,0.195291,-0.826977,-0.175365,0.396555,1,0.862203,0.816072,0,0.506563,0.153,0,0,0.557331,1,0.74982,0.857419,0,0.661642,0.0362931,0,0,0.513337,0.835144,0.845973,0.847556,0.835144,0.7294,0.691666,0,0.428539,0.129676,0,0,0.472369,0.835144,0.634327,0.726711,0,0.559731,0.0307604,0,0,0.435082,1,0.862203,0.816072,0.862203,1,0.781123,0.816072,0.781123,1,1,0.74982,0.857419,0.74982,1,0.666923,0.857419,0.666923,1
