"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","325","0.0-0.0","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","4674","0.0-1.0","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","3344","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","89317","0.0-2.0","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","84640","[{""page_index"":0,""viewing_time"":2609},{""page_index"":1,""viewing_time"":2672},{""page_index"":2,""viewing_time"":5546},{""page_index"":3,""viewing_time"":5484},{""page_index"":4,""viewing_time"":8408},{""page_index"":5,""viewing_time"":6062},{""page_index"":6,""viewing_time"":6559},{""page_index"":7,""viewing_time"":23738},{""page_index"":8,""viewing_time"":19468},{""page_index"":9,""viewing_time"":4094}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","89627","0.0-3.0-0.0","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","null","","<p></p>","null","rating","cdt","attraction_2","1","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","127298","0.0-3.0-1.0","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","37664","","","{""price_1"":""100"",""price_2"":""60"",""price_3"":""100""}","rating","cdt","attraction_2","1","microwave ovens","null","null","null","null","null","null","2","60","50","60","50","60","40","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","127600","0.0-3.0-0.1","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","null","","<p></p>","null","rating","wwb","catch","null","laptops","80","75","40","25","45","50","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","146462","0.0-3.0-1.1","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","18860","","","{""price_1"":""100"",""price_2"":""150"",""price_3"":""400""}","rating","wwb","catch","null","laptops","80","75","40","25","45","50","2","null","null","null","null","null","null","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","146764","0.0-3.0-0.2","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","null","","<p></p>","null","rating","cdt","attraction_2","2","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","170520","0.0-3.0-1.2","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","23754","","","{""price_1"":""100"",""price_2"":""90"",""price_3"":""100""}","rating","cdt","attraction_2","2","microwave ovens","null","null","null","null","null","null","2","50","60","40","60","50","60","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","170825","0.0-3.0-0.3","55","1","2025-04-11 14:20:36","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","ChromeOS","14541.0.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ye3jehyxga7unal","68","[""White""]","No","Female","1099066.5999999996","null","","<p></p>","null","rating","tcd","repulsion_1","1","microwave ovens","null","null","null","null","null","null","1","","","","","","","","","",""
