"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","72257","0.0-0.0","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","92736","0.0-1.0","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","19475","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","237881","0.0-2.0","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","145142","[{""page_index"":0,""viewing_time"":1605},{""page_index"":1,""viewing_time"":8024},{""page_index"":2,""viewing_time"":29927},{""page_index"":3,""viewing_time"":18560},{""page_index"":4,""viewing_time"":19873},{""page_index"":5,""viewing_time"":15960},{""page_index"":6,""viewing_time"":21632},{""page_index"":7,""viewing_time"":14992},{""page_index"":8,""viewing_time"":9224},{""page_index"":9,""viewing_time"":5344}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","238190","0.0-3.0-0.0","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","null","","<p></p>","null","rating","dtc","repulsion_1","1","laptops","null","null","null","null","null","null","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","267305","0.0-3.0-1.0","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","29108","","","{""price_1"":""200"",""price_2"":""300"",""price_3"":""350""}","rating","dtc","repulsion_1","1","laptops","null","null","null","null","null","null","1","100","90","100","30","40","25","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","267609","0.0-3.0-0.1","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","null","","<p></p>","null","rating","cdt","attraction_1","1","washing machines","null","null","null","null","null","null","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","288769","0.0-3.0-1.1","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","21153","","","{""price_1"":""700"",""price_2"":""450"",""price_3"":""600""}","rating","cdt","attraction_1","1","washing machines","null","null","null","null","null","null","1","60","50","60","50","60","45","Average lifespan","Energy savings","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","289078","0.0-3.0-0.2","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","null","","<p></p>","null","rating","tdc","attraction_1","2","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","299232","0.0-3.0-1.2","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","10148","","","{""price_1"":""400"",""price_2"":""300"",""price_3"":""450""}","rating","tdc","attraction_1","2","laptops","null","null","null","null","null","null","2","50","60","45","60","50","60","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","299534","0.0-3.0-0.3","168","1","2025-04-14 14:23:57","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","gzvv773kh1ltxcx","32","[""White""]","No","Female","995819.3999999985","null","","<p></p>","null","rating","tcd","repulsion_2","1","televisions","null","null","null","null","null","null","1","","","","","","","","","",""
