"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","870","0.0-0.0","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","40051","0.0-1.0","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","38178","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","217252","0.0-2.0","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","177202","[{""page_index"":0,""viewing_time"":28815},{""page_index"":1,""viewing_time"":32250},{""page_index"":2,""viewing_time"":3267},{""page_index"":3,""viewing_time"":53684},{""page_index"":4,""viewing_time"":12585},{""page_index"":5,""viewing_time"":5017},{""page_index"":6,""viewing_time"":5267},{""page_index"":7,""viewing_time"":20400},{""page_index"":8,""viewing_time"":9701},{""page_index"":9,""viewing_time"":6217}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","217558","0.0-3.0-0.0","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","null","","<p></p>","null","rating","tdc","attraction_2","2","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","255253","0.0-3.0-1.0","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","37688","","","{""price_1"":""225"",""price_2"":""200"",""price_3"":""189""}","rating","tdc","attraction_2","2","microwave ovens","null","null","null","null","null","null","2","50","60","40","60","50","60","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","255556","0.0-3.0-0.1","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","null","","<p></p>","null","rating","dct","attraction_1","2","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","406621","0.0-3.0-1.1","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","151064","","","{""price_1"":""995"",""price_2"":""999"",""price_3"":""999""}","rating","dct","attraction_1","2","laptops","null","null","null","null","null","null","2","50","60","45","60","50","60","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","406924","0.0-3.0-0.2","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","null","","<p></p>","null","rating","ctd","attraction_1","2","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","464622","0.0-3.0-1.2","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","57696","","","{""price_1"":""218"",""price_2"":""225"",""price_3"":""204""}","rating","ctd","attraction_1","2","microwave ovens","null","null","null","null","null","null","2","50","60","45","60","50","60","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","464924","0.0-3.0-0.3","182","1","2025-04-14 14:36:28","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Macintosh","Chrome","135.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","ae8qska6c1uu8by","43","[""White""]","No","Female","2262868.5999999996","null","","<p></p>","null","rating","bww","catch","null","washing machines","55","85","25","10","20","35","2","","","","","","","","","",""
