"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","1758","0.0-0.0","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","7361","0.0-1.0","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","4600","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","156535","0.0-2.0","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","149181","[{""page_index"":0,""viewing_time"":2496},{""page_index"":1,""viewing_time"":5953},{""page_index"":2,""viewing_time"":10797},{""page_index"":3,""viewing_time"":6253},{""page_index"":4,""viewing_time"":12135},{""page_index"":5,""viewing_time"":18726},{""page_index"":6,""viewing_time"":12482},{""page_index"":7,""viewing_time"":58269},{""page_index"":8,""viewing_time"":17292},{""page_index"":9,""viewing_time"":4779}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","156839","0.0-3.0-0.0","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","null","","<p></p>","null","rating","bww","catch","null","washing machines","50","70","15","30","50","10","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","296882","0.0-3.0-1.0","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","140046","","","{""price_1"":""500"",""price_2"":""350"",""price_3"":""252""}","rating","bww","catch","null","washing machines","50","70","15","30","50","10","1","null","null","null","null","null","null","Average lifespan","Energy savings","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","297184","0.0-3.0-0.1","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","null","","<p></p>","null","rating","dtc","repulsion_2","1","microwave ovens","null","null","null","null","null","null","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","353028","0.0-3.0-1.1","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","55842","","","{""price_1"":""50"",""price_2"":""55"",""price_3"":""50""}","rating","dtc","repulsion_2","1","microwave ovens","null","null","null","null","null","null","1","100","90","100","30","40","20","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","353331","0.0-3.0-0.2","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","null","","<p></p>","null","rating","dtc","attraction_1","2","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","385672","0.0-3.0-1.2","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","32339","","","{""price_1"":""400"",""price_2"":""450"",""price_3"":""500""}","rating","dtc","attraction_1","2","laptops","null","null","null","null","null","null","2","50","60","45","60","50","60","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","385974","0.0-3.0-0.3","173","1","2025-04-14 14:29:19","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","Macintosh","Chrome","134.0.0.0","OS X","10_15_7","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","016qz974d19ec38","56","[""White""]","No","Female","2335040.1000000006","null","","<p></p>","null","rating","cdt","attraction_1","2","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
