"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","2900","0.0-0.0","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","6218","0.0-1.0","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","2313","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","123597","0.0-2.0","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","117377","[{""page_index"":0,""viewing_time"":5117},{""page_index"":1,""viewing_time"":20321},{""page_index"":2,""viewing_time"":5550},{""page_index"":3,""viewing_time"":14499},{""page_index"":4,""viewing_time"":19404},{""page_index"":5,""viewing_time"":8975},{""page_index"":6,""viewing_time"":1292},{""page_index"":7,""viewing_time"":3393},{""page_index"":8,""viewing_time"":2096},{""page_index"":9,""viewing_time"":36728}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","123903","0.0-3.0-0.0","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","null","","<p></p>","null","rating","dct","repulsion_2","2","microwave ovens","null","null","null","null","null","null","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","148039","0.0-3.0-1.0","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","24132","","","{""price_1"":""95"",""price_2"":""80"",""price_3"":""90""}","rating","dct","repulsion_2","2","microwave ovens","null","null","null","null","null","null","1","30","40","20","100","90","100","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","148344","0.0-3.0-0.1","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","null","","<p></p>","null","rating","wbw","catch","null","laptops","55","90","30","25","15","45","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","185475","0.0-3.0-1.1","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","37128","","","{""price_1"":""500"",""price_2"":""450"",""price_3"":""300""}","rating","wbw","catch","null","laptops","55","90","30","25","15","45","1","null","null","null","null","null","null","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","185779","0.0-3.0-0.2","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","null","","<p></p>","null","rating","wwb","catch","null","washing machines","55","70","40","30","50","5","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","194857","0.0-3.0-1.2","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","9075","","","{""price_1"":""200"",""price_2"":""90"",""price_3"":""80""}","rating","wwb","catch","null","washing machines","55","70","40","30","50","5","1","null","null","null","null","null","null","Average lifespan","Energy savings","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","195160","0.0-3.0-0.3","47","1","2025-04-11 14:14:27","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","WebKit","Chrome","130.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9,en-GB;q=0.8","u96bx42a730cab8","27","[""Black or African-American""]","No","Female","1511661.2000000011","null","","<p></p>","null","rating","dct","attraction_1","1","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
