"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","2922","0.0-0.0","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","6655","0.0-1.0","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","2683","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","118447","0.0-2.0","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","111784","[{""page_index"":0,""viewing_time"":2100},{""page_index"":1,""viewing_time"":2987},{""page_index"":2,""viewing_time"":3848},{""page_index"":3,""viewing_time"":3577},{""page_index"":4,""viewing_time"":10160},{""page_index"":5,""viewing_time"":4175},{""page_index"":6,""viewing_time"":7253},{""page_index"":7,""viewing_time"":34793},{""page_index"":8,""viewing_time"":21927},{""page_index"":7,""viewing_time"":15300},{""page_index"":8,""viewing_time"":1329},{""page_index"":9,""viewing_time"":4335}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","118766","0.0-3.0-0.0","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","null","","<p></p>","null","rating","cdt","attraction_2","1","laptops","null","null","null","null","null","null","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","160232","0.0-3.0-1.0","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","41462","","","{""price_1"":""25"",""price_2"":""25"",""price_3"":""25""}","rating","cdt","attraction_2","1","laptops","null","null","null","null","null","null","1","60","50","60","50","60","40","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","160538","0.0-3.0-0.1","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","null","","<p></p>","null","rating","dtc","attraction_1","1","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","185410","0.0-3.0-1.1","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","24867","","","{""price_1"":""50"",""price_2"":""50"",""price_3"":""50""}","rating","dtc","attraction_1","1","microwave ovens","null","null","null","null","null","null","2","60","50","60","50","60","45","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","185721","0.0-3.0-0.2","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","null","","<p></p>","null","rating","wwb","catch","null","microwave ovens","60","85","25","10","30","20","1","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","215795","0.0-3.0-1.2","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","30069","","","{""price_1"":""10"",""price_2"":""12"",""price_3"":""22""}","rating","wwb","catch","null","microwave ovens","60","85","25","10","30","20","1","null","null","null","null","null","null","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","216108","0.0-3.0-0.3","200","1","2025-04-14 14:51:55","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","pxbrxxhmrubg7gt","45","[""White""]","No","Female","1367062","null","","<p></p>","null","rating","dtc","attraction_1","1","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
