"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","question_order"
"true","false","[]","[]","[]","img preload","preload","0","1419","0.0-0.0","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","5582","0.0-1.0","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","3132","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","55494","0.0-2.0","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","49910","[{""page_index"":0,""viewing_time"":1497},{""page_index"":1,""viewing_time"":3146},{""page_index"":2,""viewing_time"":4131},{""page_index"":3,""viewing_time"":6452},{""page_index"":4,""viewing_time"":8111},{""page_index"":5,""viewing_time"":3697},{""page_index"":6,""viewing_time"":3243},{""page_index"":7,""viewing_time"":11848},{""page_index"":8,""viewing_time"":4675},{""page_index"":9,""viewing_time"":3110}]","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","55804","0.0-3.0-0.0","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","null","","<p></p>","null","rating","tcd","attraction_1","2","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","100625","0.0-3.0-1.0","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","44820","","","{""price_1"":""380"",""price_2"":""420"",""price_3"":""350""}","rating","tcd","attraction_1","2","laptops","null","null","null","null","null","null","2","50","60","45","60","50","60","Processing speed","Memory (RAM)","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","100950","0.0-3.0-0.1","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","null","","<p></p>","null","rating","wwb","catch","null","microwave ovens","70","60","10","5","20","20","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","138384","0.0-3.0-1.1","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","37432","","","{""price_1"":""40"",""price_2"":""60"",""price_3"":""145""}","rating","wwb","catch","null","microwave ovens","70","60","10","5","20","20","2","null","null","null","null","null","null","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","138699","0.0-3.0-0.2","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","null","","<p></p>","null","rating","dct","repulsion_2","1","microwave ovens","null","null","null","null","null","null","2","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","165659","0.0-3.0-1.2","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","26960","","","{""price_1"":""110"",""price_2"":""115"",""price_3"":""120""}","rating","dct","repulsion_2","1","microwave ovens","null","null","null","null","null","null","2","100","90","100","30","40","20","Warranty","Cooking power","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","165968","0.0-3.0-0.3","191","1","2025-04-14 14:43:20","bb671e3ae32f654b8954ea4c4635f915","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0","","Firefox","137.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.5","1hd956yjxpd6l41","33","[""White""]","No","Male","1591653","null","","<p></p>","null","rating","ctd","attraction_1","1","laptops","null","null","null","null","null","null","2","","","","","","","","","",""
