"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","final_score","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","trialType","question_order"
"true","false","[]","[]","[]","img preload","preload","0","1372","0.0-0.0","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","4896","0.0-1.0","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","2520","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","94835","0.0-2.0","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","89939","[{""page_index"":0,""viewing_time"":1856},{""page_index"":1,""viewing_time"":6920},{""page_index"":2,""viewing_time"":4140},{""page_index"":3,""viewing_time"":46221},{""page_index"":4,""viewing_time"":4540},{""page_index"":5,""viewing_time"":2800},{""page_index"":6,""viewing_time"":3530},{""page_index"":7,""viewing_time"":12171},{""page_index"":8,""viewing_time"":3740},{""page_index"":9,""viewing_time"":4020}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","95139","0.0-3.0-0.0","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","null","","<p></p>","null","rating","dct","repulsion_1","1","washing machines","null","null","null","null","null","null","2","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","146896","0.0-3.0-1.0","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","51755","","","{""price_1"":""70"",""price_2"":""60"",""price_3"":""70""}","rating","dct","repulsion_1","1","washing machines","null","null","null","null","null","null","2","100","90","100","30","40","25","Average lifespan","Energy savings","","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","147199","0.0-3.0-0.1","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","null","","<p></p>","null","rating","bww","catch","null","televisions","95","60","10","20","30","40","1","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","192875","0.0-3.0-1.1","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","45675","","","{""price_1"":""80"",""price_2"":""30"",""price_3"":""35""}","rating","bww","catch","null","televisions","95","60","10","20","30","40","1","null","null","null","null","null","null","Screen size","Average lifespan","","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","193179","0.0-3.0-0.2","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","null","","<p></p>","null","rating","dtc","repulsion_1","2","washing machines","null","null","null","null","null","null","1","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","211371","0.0-3.0-1.2","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","18189","","","{""price_1"":""70"",""price_2"":""80"",""price_3"":""50""}","rating","dtc","repulsion_1","2","washing machines","null","null","null","null","null","null","1","30","40","25","100","90","100","Average lifespan","Energy savings","","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","211674","0.0-3.0-0.3","11","1","2025-04-10 18:39:36","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","21j9z6w9rehmfcd","","54","[""White""]","No","Male","1404017.5999999642","null","","<p></p>","null","rating","tdc","attraction_2","2","televisions","null","null","null","null","null","null","2","","","","","","","","","","",""
