"success","timeout","failed_images","failed_audio","failed_video","screen_id","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","ppt_id","final_score","age","race","ethnicity","gender","exp_duration","rt","view_history","stimulus","response","phase","order","effect","t_high","category","d1_best","d2_best","d1_worst1","d2_worst1","d1_worst2","d2_worst2","first_dim","d1_t","d1_c","d1_d","d2_t","d2_c","d2_d","d1_name","d2_name","strategy_response","trialType","question_order"
"true","false","[]","[]","[]","img preload","preload","0","1287","0.0-0.0","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","","fullscreen","1","5882","0.0-1.0","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","3583","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","instructions","2","89884","0.0-2.0","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","84002","[{""page_index"":0,""viewing_time"":1976},{""page_index"":1,""viewing_time"":4306},{""page_index"":2,""viewing_time"":4980},{""page_index"":3,""viewing_time"":21063},{""page_index"":4,""viewing_time"":9491},{""page_index"":5,""viewing_time"":6103},{""page_index"":6,""viewing_time"":6576},{""page_index"":7,""viewing_time"":20946},{""page_index"":8,""viewing_time"":5211},{""page_index"":9,""viewing_time"":3351}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rating_trial_setup","html-keyboard-response","3","90194","0.0-3.0-0.0","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","null","","<p></p>","null","rating","tdc","attraction_2","2","laptops","null","null","null","null","null","null","2","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","4","122175","0.0-3.0-1.0","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","31971","","","{""price_1"":""350"",""price_2"":""320"",""price_3"":""320""}","rating","tdc","attraction_2","2","laptops","null","null","null","null","null","null","2","50","60","40","60","50","60","Processing speed","Memory (RAM)","","",""
"","","","","","rating_trial_setup","html-keyboard-response","5","122478","0.0-3.0-0.1","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","null","","<p></p>","null","rating","dct","attraction_2","2","microwave ovens","null","null","null","null","null","null","1","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","6","188853","0.0-3.0-1.1","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","66374","","","{""price_1"":""100"",""price_2"":""130"",""price_3"":""110""}","rating","dct","attraction_2","2","microwave ovens","null","null","null","null","null","null","1","50","60","40","60","50","60","Warranty","Cooking power","","",""
"","","","","","rating_trial_setup","html-keyboard-response","7","189155","0.0-3.0-0.2","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","null","","<p></p>","null","rating","dtc","repulsion_2","2","laptops","null","null","null","null","null","null","2","","","","","","","","","","",""
"","","","","","rating_trial","survey-html-form","8","224155","0.0-3.0-1.2","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","34997","","","{""price_1"":""220"",""price_2"":""230"",""price_3"":""250""}","rating","dtc","repulsion_2","2","laptops","null","null","null","null","null","null","2","30","40","20","100","90","100","Processing speed","Memory (RAM)","","",""
"","","","","","rating_trial_setup","html-keyboard-response","9","224461","0.0-3.0-0.3","1","1","2025-04-10 18:08:32","7bd189e8e4882776c700e1dae255cdf5","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","WebKit","Chrome","135.0.0.0","Windows","10.0","https://hz8g1ckzuq.cognition.run/","en-US,en;q=0.9","08w3qfzxefu0mg1","","40","[""Black or African-American""]","No","Male","1977162.2999999821","null","","<p></p>","null","rating","tdc","repulsion_2","1","televisions","null","null","null","null","null","null","2","","","","","","","","","","",""
